日期,股东名称,股东性质,股份类型,持股数(股),占总流通股本持股比例,增减(股),变动比例,code
2017-09-30,北京东方国兴科技发展有限公司,其它,A股,34138850,4.54%,不变,--,600076
2017-09-30,深圳市珠峰基石股权投资合伙企业(有限合伙),投资公司,A股,11159614,1.48%,-150000,-1.33%,600076
2017-09-30,武汉昭融汇利投资管理有限责任公司-昭融多策略3号私募基金,投资公司,A股,8276300,1.10%,新进,--,600076
2017-09-30,武汉昭融汇利投资管理有限责任公司-昭融稳健盈家1号私募基金,投资公司,A股,8224200,1.09%,新进,--,600076
2017-09-30,浙江宋都控股有限公司,其它,A股,599694518,44.75%,不变,--,600077
2017-09-30,江阴澄星实业集团有限公司,其它,A股,170826693,25.78%,不变,--,600078
2017-09-30,江阴汉盈投资有限公司,投资公司,A股,106107921,16.01%,不变,--,600078
2017-09-30,中国证券金融股份有限公司,其它,A股,2593700,0.39%,不变,--,600078
2017-09-30,武汉当代科技产业集团股份有限公司,其它,A股,185844122,17.57%,5270000,2.92%,600079
2017-09-30,中国证券金融股份有限公司,其它,A股,64165030,6.07%,不变,--,600079
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,42592300,4.03%,不变,--,600079
2017-09-30,香港中央结算有限公司,其它,A股,18730398,1.77%,3971916,26.91%,600079
2017-09-30,武汉高科国有控股集团有限公司,其它,A股,14770022,1.40%,不变,--,600079
2017-09-30,东方证券股份有限公司,证券公司,A股,12290699,1.16%,新进,--,600079
2017-09-30,金花投资控股集团有限公司,投资公司,A股,48000000,15.72%,不变,--,600080
2017-09-30,世纪金花股份有限公司,其它,A股,30000000,9.83%,不变,--,600080
2017-09-30,上海衍金投资管理有限公司-衍金共生1号基金,投资公司,A股,6055000,1.98%,不变,--,600080
2017-09-30,东风汽车零部件(集团)有限公司,其它,A股,203814000,65.00%,不变,--,600081
2017-09-30,珠海万佳投资管理有限公司-万佳鑫1号证券投资基金,投资公司,A股,811400,0.26%,新进,--,600081
2017-09-30,天津海泰控股集团有限公司,其它,A股,156491048,24.74%,不变,--,600082
2017-09-30,天津华苑置业有限公司,其它,A股,31730164,5.02%,不变,--,600082
2017-09-30,华融证券股份有限公司,证券公司,A股,6868519,1.09%,不变,--,600082
2017-09-30,天津津融投资服务集团有限公司,投资公司,A股,4804049,0.76%,不变,--,600082
2017-09-30,天津发展资产管理有限公司,其它,A股,3543200,0.56%,不变,--,600082
2017-09-30,苏州晟隽营销管理有限公司,其它,A股,65300094,28.71%,新进,--,600083
2017-09-30,西藏康盛投资管理有限公司,投资公司,A股,38452744,16.91%,不变,--,600083
2017-09-30,国盛证券有限责任公司,证券公司,A股,9103284,4.00%,不变,--,600083
2017-09-30,瑞基资产管理有限公司,其它,A股,5376116,2.36%,新进,--,600083
2017-09-30,毕方(杭州)资产管理有限公司-毕方元鑫1号私募证券投资基金,投资公司,A股,1645984,0.72%,新进,--,600083
2017-09-30,中信国安集团有限公司,其它,A股,367653286,36.83%,不变,--,600084
2017-09-30,新疆生产建设兵团投资有限责任公司,投资公司,A股,47072891,4.72%,不变,--,600084
2017-09-30,中国北京同仁堂(集团)有限责任公司,其它,A股,719308540,52.45%,不变,--,600085
2017-09-30,中国证券金融股份有限公司,其它,A股,33631055,2.45%,-7472173,-18.18%,600085
2017-09-30,光大证券股份有限公司,证券公司,A股,15973888,1.16%,不变,--,600085
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,12309400,0.90%,不变,--,600085
2017-09-30,云南兴龙实业有限公司,其它,A股,428985942,40.59%,-26990000,-5.92%,600086
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,34169700,3.23%,不变,--,600086
2017-09-30,中国证券金融股份有限公司,其它,A股,16930293,1.60%,不变,--,600086
2017-09-30,中信信托有限责任公司,信托投资公司,A股,11399820,1.08%,不变,--,600086
2017-09-30,中央电视台无锡太湖影视城,其它,A股,180151828,54.36%,不变,--,600088
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,8218400,2.48%,不变,--,600088
2017-09-30,中国国际电视总公司,其它,A股,2793052,0.84%,不变,--,600088
2017-09-30,北京中电高科技电视发展有限公司,其它,A股,2793052,0.84%,不变,--,600088
2017-09-30,北京未来广告有限公司,其它,A股,2793052,0.84%,不变,--,600088
2017-09-30,君康人寿保险股份有限公司,保险公司,A股,1839151,0.55%,新进,--,600088
2017-09-30,新疆特变电工集团有限公司,其它,A股,446982637,12.03%,不变,--,600089
2017-09-30,新疆宏联创业投资有限公司,投资公司,A股,254166055,6.84%,不变,--,600089
2017-09-30,中国证券金融股份有限公司,其它,A股,134403985,3.62%,-17567525,-11.56%,600089
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,72282075,1.95%,不变,--,600089
2017-09-30,新疆嘉酿投资有限公司,投资公司,A股,110370072,15.71%,不变,--,600090
2017-09-30,深圳盛世建金股权投资合伙企业(有限合伙),投资公司,A股,79989247,11.38%,不变,--,600090
2017-09-30,西藏天然道健康投资管理有限公司,投资公司,A股,51130388,7.28%,-7083234,-12.17%,600090
2017-09-30,新疆盛世信金股权投资合伙企业(有限合伙),投资公司,A股,47993740,6.83%,不变,--,600090
2017-09-30,新疆盛世坤金股权投资合伙企业(有限合伙),投资公司,A股,47194165,6.72%,不变,--,600090
2017-09-30,北京京粮鑫牛润瀛股权投资基金(有限合伙),投资公司,A股,16797809,2.39%,不变,--,600090
2017-09-30,深圳市东土宝盈投资管理合伙企业(有限合伙),投资公司,A股,15285627,2.18%,-407100,-2.59%,600090
2017-09-30,上海燕鹤投资合伙企业(有限合伙),投资公司,A股,7999733,1.14%,不变,--,600090
2017-09-30,上海沁朴股权投资基金合伙企业(有限合伙),投资公司,A股,7998637,1.14%,不变,--,600090
2017-09-30,正元投资有限公司,投资公司,A股,50478900,15.00%,不变,--,600091
2017-09-30,包头北大明天资源科技有限公司,其它,A股,15016686,4.46%,不变,--,600091
2017-09-30,浙江恒际实业发展有限公司,其它,A股,14259597,4.24%,不变,--,600091
2017-09-30,云南九天投资控股集团有限公司,投资公司,A股,87157236,27.03%,不变,--,600093
2017-09-30,云南兰茂投资管理有限公司,投资公司,A股,20000000,6.20%,不变,--,600093
2017-09-30,云南省工业投资控股集团有限责任公司,投资公司,A股,3629364,1.13%,新进,--,600093
2017-09-30,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),QFII,A股,1721088,0.53%,新进,--,600093
2017-09-30,福州东福实业发展有限公司,其它,A股,400309993,16.17%,不变,--,600094
2017-09-30,嘉诚中泰文化艺术投资管理有限公司,投资公司,A股,103878134,4.20%,不变,--,600094
2017-09-30,西藏诺信资本管理有限公司,其它,A股,100177865,4.05%,不变,--,600094
2017-09-30,中国证券金融股份有限公司,其它,A股,98765172,3.99%,不变,--,600094
2017-09-30,福州创元贸易有限公司,其它,A股,92809996,3.75%,不变,--,600094
2017-09-30,浙江新湖集团股份有限公司,其它,A股,58094308,16.08%,不变,--,600095
2017-09-30,云天化集团有限责任公司,其它,A股,617022121,54.99%,不变,--,600096
2017-09-30,云南省投资控股集团有限公司,投资公司,A股,41155046,3.67%,不变,--,600096
2017-09-30,云南江磷集团股份有限公司,其它,A股,15715004,1.40%,不变,--,600096
2017-09-30,云南省工业投资控股集团有限责任公司,投资公司,A股,15500000,1.38%,不变,--,600096
2017-09-30,哈尔滨龙晟资产管理有限责任公司,其它,A股,10387060,0.93%,不变,--,600096
2017-09-30,云南铜业(集团)有限公司,其它,A股,4706665,0.42%,不变,--,600096
2017-09-30,上海远洋渔业有限公司,其它,A股,87148012,43.02%,不变,--,600097
2017-09-30,北京易诊科技发展有限公司,其它,A股,16923114,8.35%,557801,3.41%,600097
2017-09-30,北京纳木纳尼资产管理有限公司,其它,A股,7241527,3.57%,388700,5.67%,600097
2017-09-30,北京小间科技发展有限公司,其它,A股,5466737,2.70%,306800,5.95%,600097
2017-09-30,布谷鸟(北京)科技发展有限公司,其它,A股,3237481,1.60%,新进,--,600097
2017-09-30,熵一资产管理(北京)有限公司-熵一价值增长6期私募基金,投资公司,A股,2064396,1.02%,新进,--,600097
2017-09-30,华立集团股份有限公司,其它,A股,1808967,0.89%,不变,--,600097
2017-09-30,广州国资发展控股有限公司,其它,A股,1709111863,62.69%,不变,--,600098
2017-09-30,中国长江电力股份有限公司,其它,A股,313714301,11.51%,不变,--,600098
2017-09-30,长电资本控股有限责任公司,其它,A股,28145143,1.03%,不变,--,600098
2017-09-30,中国证券金融股份有限公司,其它,A股,25991238,0.95%,不变,--,600098
2017-09-30,中国国际金融股份有限公司,证券公司,A股,10650251,0.39%,1437619,15.60%,600098
2017-09-30,中国福马机械集团有限公司,其它,A股,92256920,42.10%,不变,--,600099
2017-09-30,清华控股有限公司,其它,A股,474759378,21.60%,1829400,0.39%,600100
2017-09-30,中国证券金融股份有限公司,其它,A股,24361567,1.11%,不变,--,600100
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,16938800,0.77%,不变,--,600100
2017-09-30,北京凤山投资有限责任公司,投资公司,A股,7124080,0.32%,不变,--,600100
2017-09-30,香港中央结算有限公司,其它,A股,7048352,0.32%,新进,--,600100
2017-09-30,国网四川省电力公司,其它,A股,65070097,20.07%,不变,--,600101
2017-09-30,遂宁兴业资产经营公司,其它,A股,18486534,5.70%,不变,--,600101
2017-09-30,遂宁金源科技发展公司,其它,A股,18312969,5.65%,不变,--,600101
2017-09-30,福建省盐业集团有限责任公司,其它,A股,119619241,11.27%,不变,--,600103
2017-09-30,福建省轻纺(控股)有限责任公司,其它,A股,47285000,4.45%,不变,--,600103
2017-09-30,福建省金皇贸易有限责任公司,其它,A股,40926232,3.85%,不变,--,600103
2017-09-30,上海汽车工业(集团)总公司,其它,A股,8191449931,74.30%,不变,--,600104
2017-09-30,跃进汽车集团公司,其它,A股,413919141,3.75%,不变,--,600104
2017-09-30,中国证券金融股份有限公司,其它,A股,346372391,3.14%,22142758,6.83%,600104
2017-09-30,香港中央结算有限公司,其它,A股,239133172,2.17%,28024751,13.28%,600104
2017-09-30,中原股权投资管理有限公司,投资公司,A股,111656066,1.01%,23552842,26.73%,600104
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,100754000,0.91%,不变,--,600104
2017-09-30,安邦资产-民生银行-安邦资产-盛世精选2号集合资产管理产品,其它,A股,40674931,0.37%,不变,--,600104
2017-09-30,马来西亚国家银行,QFII,A股,35384287,0.32%,1219000,3.57%,600104
2017-09-30,永鼎集团有限公司,其它,A股,243241918,31.93%,不变,--,600105
2017-09-30,上海东昌广告有限公司,其它,A股,27500120,3.61%,不变,--,600105
2017-09-30,中国证券金融股份有限公司,其它,A股,2765000,0.36%,新进,--,600105
2017-09-30,重庆国际信托股份有限公司,信托投资公司,A股,149361511,14.96%,不变,--,600106
2017-09-30,同方国信投资控股有限公司,投资公司,A股,138731140,13.89%,不变,--,600106
2017-09-30,上海世兆投资管理有限公司,投资公司,A股,6919660,0.69%,不变,--,600106
2017-09-30,重庆东华投资有限公司,投资公司,A股,5577000,0.56%,不变,--,600106
2017-09-30,湖北美尔雅集团有限公司,其它,A股,73388738,20.39%,不变,--,600107
2017-09-30,太平洋证券股份有限公司,证券公司,A股,8926357,2.48%,-4564664,-33.83%,600107
2017-09-30,甘肃省农垦集团有限责任公司,其它,A股,303121313,15.57%,不变,--,600108
2017-09-30,甘肃省农垦资产经营有限公司,其它,A股,175371852,9.01%,不变,--,600108
2017-09-30,珠海横琴量行投资管理有限公司,投资公司,A股,15000000,0.77%,3000000,25.00%,600108
2017-09-30,广东丰伟物业管理有限公司,其它,A股,14181000,0.73%,不变,--,600108
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,13578400,0.70%,不变,--,600108
2017-09-30,东北证券股份有限公司,证券公司,A股,12818800,0.66%,新进,--,600108
2017-09-30,中国证券金融股份有限公司,其它,A股,8783582,0.45%,不变,--,600108
2017-09-30,长沙九芝堂(集团)有限公司,其它,A股,547075232,18.09%,不变,--,600109
2017-09-30,涌金投资控股有限公司,投资公司,A股,282555604,9.34%,不变,--,600109
2017-09-30,清华控股有限公司,其它,A股,140582779,4.65%,-27636958,-16.43%,600109
2017-09-30,清华控股-中德证券-清控可交换债担保及信托财产专户,证券公司,A股,122000000,4.03%,不变,--,600109
2017-09-30,中国证券金融股份有限公司,其它,A股,107860021,3.57%,不变,--,600109
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,46726900,1.55%,不变,--,600109
2017-09-30,深圳市邦民创业投资有限公司,投资公司,A股,102775374,8.93%,不变,--,600110
2017-09-30,中国科学院长春应用化学科技总公司,其它,A股,16393332,1.43%,不变,--,600110
2017-09-30,华泰证券股份有限公司,证券公司,A股,11592709,1.01%,新进,--,600110
2017-09-30,包头钢铁(集团)有限责任公司,其它,A股,1089921219,30.00%,不变,--,600111
2017-09-30,嘉鑫有限公司,其它,A股,313008153,8.62%,-15250000,-4.65%,600111
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,59692000,1.64%,不变,--,600111
2017-09-30,香港中央结算有限公司,其它,A股,19268435,0.53%,新进,--,600111
2017-09-30,包头市钢兴实业(集团)有限公司,其它,A股,18000000,0.50%,不变,--,600111
2017-09-30,银河天成集团有限公司,其它,A股,93403800,18.34%,不变,--,600112
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,16537000,3.25%,不变,--,600112
2017-09-30,浙江东方集团公司,其它,A股,156006000,48.97%,不变,--,600113
2017-09-30,方正证券股份有限公司,证券公司,A股,3176841,1.00%,新进,--,600113
2017-09-30,睦特殊金属工业株式会社,其它,A股,60450811,15.63%,不变,--,600114
2017-09-30,宁波金广投资股份有限公司,投资公司,A股,37237173,9.63%,不变,--,600114
2017-09-30,宁波旭弘投资管理合伙企业(有限合伙)-旭弘铭远一号私募证券投资基金,投资公司,A股,22300000,5.77%,不变,--,600114
2017-09-30,宁波新金广投资管理有限公司,投资公司,A股,9000000,2.33%,不变,--,600114
2017-09-30,兵工财务有限责任公司,财务公司,A股,5438100,1.41%,不变,--,600114
2017-09-30,中国东方航空集团公司,其它,A股,5072922927,35.06%,不变,--,600115
2017-09-30,中国证券金融股份有限公司,其它,A股,612745734,4.24%,39101976,6.82%,600115
2017-09-30,中国航空油料集团公司,其它,A股,504767895,3.49%,389685679,338.62%,600115
2017-09-30,上海励程信息技术咨询有限公司,其它,A股,465838509,3.22%,新进,--,600115
2017-09-30,东航金控有限责任公司,其它,A股,457317073,3.16%,不变,--,600115
2017-09-30,中国远洋海运集团有限公司,其它,A股,232919254,1.61%,新进,--,600115
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,70984100,0.49%,不变,--,600115
2017-09-30,上海联和投资有限公司,投资公司,A股,65615429,0.45%,不变,--,600115
2017-09-30,中国长江电力股份有限公司,其它,A股,101256000,11.40%,不变,--,600116
2017-09-30,水利部综合开发管理中心,其它,A股,98208000,11.06%,不变,--,600116
2017-09-30,三峡资本控股有限责任公司,其它,A股,40530783,4.56%,不变,--,600116
2017-09-30,新华水利控股集团公司,投资公司,A股,36000453,4.05%,不变,--,600116
2017-09-30,长电资本控股有限责任公司,其它,A股,30963984,3.49%,不变,--,600116
2017-09-30,汇天泽投资有限公司,投资公司,A股,24280015,2.73%,新进,--,600116
2017-09-30,长江水利水电开发总公司(湖北),其它,A股,14793723,1.67%,不变,--,600116
2017-09-30,西宁特殊钢集团有限责任公司,其它,A股,369669184,49.87%,不变,--,600117
2017-09-30,国网青海省电力公司,其它,A股,10995293,1.48%,不变,--,600117
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,1546100,0.21%,新进,--,600117
2017-09-30,中冶东方控股有限公司,其它,A股,1493725,0.20%,新进,--,600117
2017-09-30,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),QFII,A股,906600,0.12%,新进,--,600117
2017-09-30,中国空间技术研究院,其它,A股,608541176,51.46%,不变,--,600118
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,7450200,0.63%,不变,--,600118
2017-09-30,中国证券金融股份有限公司,其它,A股,7160215,0.61%,不变,--,600118
2017-09-30,长江经济联合发展(集团)股份有限公司,其它,A股,109548391,35.64%,不变,--,600119
2017-09-30,武汉金融控股(集团)有限公司,投资公司,A股,11009181,3.58%,不变,--,600119
2017-09-30,南京长江发展股份有限公司,其它,A股,2585901,0.84%,不变,--,600119
2017-09-30,中国国际金融股份有限公司,证券公司,A股,957011,0.31%,新进,--,600119
2017-09-30,浙江省国际贸易集团有限公司,其它,A股,223555529,44.23%,不变,--,600120
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,17263800,3.42%,不变,--,600120
2017-09-30,中国证券金融股份有限公司,其它,A股,8386377,1.66%,不变,--,600120
2017-09-30,郑州煤炭工业(集团)有限责任公司,其它,A股,648059213,63.83%,不变,--,600121
2017-09-30,中国证券金融股份有限公司,其它,A股,4558657,0.45%,不变,--,600121
2017-09-30,三胞集团有限公司,其它,A股,248474132,21.56%,不变,--,600122
2017-09-30,湖北匡时文化艺术股份有限公司,其它,A股,56124635,4.87%,不变,--,600122
2017-09-30,南京盛亚科技投资有限公司,投资公司,A股,46294318,4.02%,不变,--,600122
2017-09-30,南京博融科技开发有限公司,其它,A股,32086260,2.78%,不变,--,600122
2017-09-30,南京中森泰富科技发展有限公司,其它,A股,25087506,2.18%,不变,--,600122
2017-09-30,上海道乐投资有限公司,投资公司,A股,15829042,1.37%,不变,--,600122
2017-09-30,山西兰花煤炭实业集团有限公司,其它,A股,515340000,45.11%,不变,--,600123
2017-09-30,香港中央结算有限公司,其它,A股,4468399,0.39%,-3071076,-40.73%,600123
2017-09-30,中铁集装箱运输有限责任公司,其它,A股,207554700,15.90%,不变,--,600125
2017-09-30,大连铁路经济技术开发总公司,其它,A股,184193104,14.11%,不变,--,600125
2017-09-30,香港中央结算有限公司,其它,A股,23373848,1.79%,1093250,4.91%,600125
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,15758200,1.21%,不变,--,600125
2017-09-30,科威特政府投资局,QFII,A股,12466391,0.95%,-7440304,-37.38%,600125
2017-09-30,方正证券股份有限公司,证券公司,A股,8716300,0.67%,新进,--,600125
2017-09-30,杭州钢铁集团公司,其它,A股,549532150,59.28%,不变,--,600126
2017-09-30,宁波开发投资集团有限公司,投资公司,A股,62604511,6.75%,不变,--,600126
2017-09-30,宁波经济技术开发区控股有限公司,其它,A股,25442720,2.74%,不变,--,600126
2017-09-30,湖南金霞粮食产业有限公司,其它,A股,143350051,22.34%,不变,--,600127
2017-09-30,湖南发展资产管理集团有限公司,投资公司,A股,24330900,3.79%,不变,--,600127
2017-09-30,湘江产业投资有限责任公司,投资公司,A股,6053776,0.94%,不变,--,600127
2017-09-30,湖南兴湘创富投资有限公司,投资公司,A股,4052386,0.63%,不变,--,600127
2017-09-30,中国证券金融股份有限公司,其它,A股,3725000,0.58%,不变,--,600127
2017-09-30,爱涛文化集团有限公司,其它,A股,59281910,24.02%,不变,--,600128
2017-09-30,江苏省苏豪控股集团有限公司,其它,A股,4466561,1.81%,不变,--,600128
2017-09-30,中国烟草总公司江苏省公司(江苏省烟草公司),其它,A股,3122311,1.27%,不变,--,600128
2017-09-30,东阳市横店禹山运动休闲有限公司,其它,A股,2000000,0.81%,-154900,-7.19%,600128
2017-09-30,太极集团有限公司,其它,A股,165690203,38.81%,不变,--,600129
2017-09-30,重庆市涪陵区希兰生物科技有限公司,其它,A股,11895294,2.79%,不变,--,600129
2017-09-30,长城国融投资管理有限公司,投资公司,A股,10149409,2.38%,不变,--,600129
2017-09-30,重庆市涪陵城市建设投资集团有限公司,投资公司,A股,5856839,1.37%,不变,--,600129
2017-09-30,华夏证券有限公司,证券公司,A股,5036220,1.18%,不变,--,600129
2017-09-30,波导科技集团股份有限公司,其它,A股,125946400,16.40%,不变,--,600130
2017-09-30,奉化市大桥镇资产经营总公司,其它,A股,7176328,0.93%,不变,--,600130
2017-09-30,北京智诚恒通投资管理有限公司,其它,A股,4553100,0.59%,233700,5.41%,600130
2017-09-30,新华水利控股集团公司,投资公司,A股,59849416,15.06%,不变,--,600131
2017-09-30,国网四川省电力公司,其它,A股,25206357,6.34%,不变,--,600131
2017-09-30,阿坝州下庄水电厂,其它,A股,25206257,6.34%,不变,--,600131
2017-09-30,北京新华国泰水利资产管理有限公司,其它,A股,24702100,6.22%,不变,--,600131
2017-09-30,阿坝州投资发展公司,投资公司,A股,14091919,3.55%,不变,--,600131
2017-09-30,长春铁发实业有限公司,其它,A股,3688008,0.93%,不变,--,600131
2017-09-30,四川省投资集团有限责任公司,投资公司,A股,2818384,0.71%,不变,--,600131
2017-09-30,阿坝州甘堡水电厂,其它,A股,2818384,0.71%,不变,--,600131
2017-09-30,长江证券股份有限公司,证券公司,A股,1996315,0.50%,不变,--,600131
2017-09-30,嘉士伯啤酒厂香港有限公司,其它,A股,205882718,42.54%,不变,--,600132
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,11461700,2.37%,不变,--,600132
2017-09-30,国泰人寿保险股份有限公司,QFII,A股,3401600,0.70%,新进,--,600132
2017-09-30,湖北省联合发展投资集团有限公司,投资公司,A股,39732488,7.39%,不变,--,600133
2017-09-30,武汉长江通信产业集团股份有限公司,其它,A股,33640685,6.25%,不变,--,600133
2017-09-30,武汉城开房地产开发有限公司,其它,A股,2750678,0.51%,不变,--,600133
2017-09-30,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),QFII,A股,1182050,0.22%,-613300,-34.16%,600133
2017-09-30,中国乐凯集团有限公司,其它,A股,122585400,33.28%,不变,--,600135
2017-09-30,西藏神州牧基金管理有限公司-天路一号证券投资私募基金,投资公司,A股,1230515,0.33%,不变,--,600135
2017-09-30,西藏神州牧基金管理有限公司-天路十号证券投资私募基金,投资公司,A股,925800,0.25%,不变,--,600135
2017-09-30,武汉新星汉宜化工有限公司,其它,A股,40504908,14.76%,不变,--,600136
2017-09-30,武汉市夏天科教发展有限公司,其它,A股,24359014,8.87%,不变,--,600136
2017-09-30,武汉合信实业有限公司,其它,A股,8620000,3.14%,不变,--,600136
2017-09-30,北京信中利股权投资中心(有限合伙),投资公司,A股,6138350,2.24%,不变,--,600136
2017-09-30,武汉当代科技产业集团股份有限公司,其它,A股,4958000,1.81%,不变,--,600136
2017-09-30,乐视网信息技术(北京)股份有限公司,其它,A股,4699432,1.71%,不变,--,600136
2017-09-30,浪莎控股集团有限公司,其它,A股,41495355,42.68%,不变,--,600137
2017-09-30,西藏巨浪科技有限公司,其它,A股,19288888,19.84%,不变,--,600137
2017-09-30,北京紫光通信科技集团有限公司,其它,A股,1185386,1.22%,新进,--,600137
2017-09-30,中国青旅集团公司,其它,A股,124305000,17.17%,不变,--,600138
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,22124500,3.06%,不变,--,600138
2017-09-30,香港中央结算有限公司,其它,A股,20618020,2.85%,-3784496,-15.51%,600138
2017-09-30,中青创益投资管理有限公司,投资公司,A股,20475000,2.83%,不变,--,600138
2017-09-30,四川恒康发展有限责任公司,其它,A股,267835141,40.47%,不变,--,600139
2017-09-30,宜昌兴发集团有限责任公司,其它,A股,125060907,24.98%,不变,--,600141
2017-09-30,浙江金帆达生化股份有限公司,其它,A股,65126986,13.01%,20423691,45.69%,600141
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,15662300,3.13%,不变,--,600141
2017-09-30,宜昌市夷陵国有资产经营有限公司,其它,A股,10600000,2.12%,不变,--,600141
2017-09-30,湖北鼎铭投资有限公司,投资公司,A股,4000051,0.80%,不变,--,600141
2017-09-30,广东恒阔投资管理有限公司,投资公司,A股,3503000,0.70%,-6578668,-65.25%,600141
2017-09-30,香港中央结算有限公司,其它,A股,2836009,0.57%,新进,--,600141
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,56573900,2.21%,不变,--,600143
2017-09-30,中国证券金融股份有限公司,其它,A股,28192249,1.10%,不变,--,600143
2017-09-30,新疆万源汇金投资控股有限公司,投资公司,A股,246150000,16.51%,不变,--,600145
2017-09-30,上海源迪投资管理有限公司,投资公司,A股,143150853,9.60%,不变,--,600145
2017-09-30,新疆昆仑众惠投资管理有限公司,投资公司,A股,110581243,7.42%,不变,--,600145
2017-09-30,深圳市易楚投资管理有限公司,投资公司,A股,107500000,7.21%,不变,--,600145
2017-09-30,贵州恒瑞丰泰股权投资中心(有限合伙),投资公司,A股,71500000,4.80%,不变,--,600145
2017-09-30,上海好润资产管理有限公司,保险公司,A股,70000000,4.69%,不变,--,600145
2017-09-30,深圳市瑞弘宝科技有限公司,其它,A股,70000000,4.69%,不变,--,600145
2017-09-30,广西沃洋能源有限公司,其它,A股,70000000,4.69%,不变,--,600145
2017-09-30,深圳市德天利科技发展有限公司,其它,A股,66000000,4.43%,不变,--,600145
2017-09-30,昆山成通投资有限公司,投资公司,A股,50000000,3.35%,不变,--,600145
2017-09-30,乐源控股有限公司,其它,A股,11300000,5.65%,不变,--,600146
2017-09-30,上海旭森世纪投资有限公司,投资公司,A股,5041200,2.52%,不变,--,600146
2017-09-30,吉林东光集团有限公司,其它,A股,45378919,32.07%,不变,--,600148
2017-09-30,中国第一汽车集团公司,其它,A股,33277531,23.51%,不变,--,600148
2017-09-30,重庆信三威投资咨询中心(有限合伙)-昌盛七号私募基金,投资公司,A股,200000,0.14%,新进,--,600148
2017-09-30,财达证券股份有限公司,证券公司,A股,133400,0.09%,新进,--,600148
2017-09-30,恒大地产集团有限公司,其它,A股,76032050,20.00%,不变,--,600149
2017-09-30,廊坊市投资控股集团有限公司,投资公司,A股,58173700,15.30%,不变,--,600149
2017-09-30,深圳市鼎益丰资产管理股份有限公司,其它,A股,2444700,0.64%,不变,--,600149
2017-09-30,廊坊市康城合嘉科技产业发展有限公司,其它,A股,1910000,0.50%,新进,--,600149
2017-09-30,国联征信(深圳)有限公司,其它,A股,1800400,0.47%,新进,--,600149
2017-09-30,国财非融资性担保(深圳)有限公司,其它,A股,1733100,0.46%,新进,--,600149
2017-09-30,中国船舶工业集团公司,其它,A股,705360666,51.18%,不变,--,600150
2017-09-30,中国远洋运输(集团)总公司,其它,A股,43920000,3.19%,不变,--,600150
2017-09-30,上海电气(集团)总公司,其它,A股,37237943,2.70%,-1098000,-2.86%,600150
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,21714800,1.58%,不变,--,600150
2017-09-30,中国证券金融股份有限公司,其它,A股,17022260,1.24%,不变,--,600150
2017-09-30,香港中央结算有限公司,其它,A股,4773626,0.35%,-115303,-2.36%,600150
2017-09-30,上海航天工业(集团)有限公司,其它,A股,379350534,27.32%,不变,--,600151
2017-09-30,航天投资控股有限公司,投资公司,A股,45484590,3.28%,不变,--,600151
2017-09-30,上海新上广经济发展有限公司,其它,A股,35617029,2.56%,不变,--,600151
2017-09-30,上海航天有线电厂有限公司,其它,A股,35054498,2.52%,不变,--,600151
2017-09-30,中央汇金资产管理有限责任公司,其它,A股,28330100,2.04%,不变,--,600151
2017-09-30,维科控股集团股份有限公司,其它,A股,65350000,22.27%,不变,--,600152
2017-09-30,宁波市工业投资有限责任公司,投资公司,A股,35685450,12.16%,不变,--,600152
2017-09-30,国腾投资有限责任公司,投资公司,A股,2920000,0.99%,1040000,55.32%,600152
2017-09-30,北京盛世蓝筹矿业投资有限公司,投资公司,A股,2079700,0.71%,新进,--,600152
2017-09-30,广东泽泉投资管理有限公司-泽泉涨乐8号基金,投资公司,A股,1990600,0.68%,-80700,-3.90%,600152
2017-09-30,北京神州牧投资基金管理有限公司-红炎神州牧基金,投资公司,A股,1471900,0.50%,-223300,-13.17%,600152
2017-09-30,宁波三星通讯设备有限公司,其它,A股,1330880,0.45%,不变,--,600152
2017-09-30,厦门建发集团有限公司,其它,A股,1301203376,45.89%,不变,--,600153
2017-09-30,中国证券金融股份有限公司,其它,A股,102284562,3.61%,-22569827,-18.08%,600153
