日期,股东人数(户),较上期变化(%),人均流通股(股),较上期变化(%),筹码集中度,股价(元),人均持股金额(元),前十大股东持股合计(%),前十大流通股东持股合计(%),公司代码
2015-12-31,3.41万,1.15,2.4万,-1.13,非常集中,16.88,41万,60.09,58.61,002345
2015-09-30,3.37万,-0.21,2.5万,0.21,非常集中,19.58,48万,61.93,60.45,002345
2015-06-30,3.38万,3.49,2.5万,-3.37,非常集中,19.58,48万,61.55,60.07,002345
2018-02-14,3.32万,-8.95,1.2万,438.26,非常集中,16.02,19万,--,--,002346
2017-12-29,3.65万,-4.77,2186.5,5.01,较分散,18.69,4万,--,--,002346
2017-09-30,3.83万,-13.06,2082.1,15.02,较分散,25.79,5万,84.15,2.89,002346
2017-06-30,4.41万,12.39,1810.2,-11.02,非常分散,27.04,5万,84.15,2.83,002346
2017-05-31,3.92万,-7.98,2034.5,8.67,较分散,22.73,5万,--,--,002346
2017-04-28,4.26万,-3.50,1872.1,3.62,非常分散,30.01,6万,--,--,002346
2017-04-14,4.42万,-11.17,1806.7,12.57,非常分散,33.92,6万,--,--,002346
2017-03-31,4.97万,10.47,1605.0,-9.48,非常分散,41.66,7万,84.15,3.35,002346
2017-03-15,4.50万,-5.35,1773.0,5.66,非常分散,35.01,6万,--,--,002346
2017-02-28,4.76万,44.69,1678.1,-30.89,非常分散,35.29,6万,--,--,002346
2018-01-15,4.02万,-4.00,8161.0,4.17,非常集中,6.12,5万,--,--,002347
2017-12-29,4.19万,-3.24,7834.3,3.34,非常集中,6.35,5万,--,--,002347
2017-09-30,4.33万,-3.62,7580.9,3.76,非常集中,7.36,6万,45.71,19.43,002347
2017-06-30,4.49万,-9.74,7306.4,10.94,非常集中,7.42,5万,45.55,19.18,002347
2017-03-31,4.97万,27.81,6585.8,-21.76,非常集中,8.87,6万,43.94,17.48,002347
2016-12-31,3.89万,64.67,8417.6,-38.92,非常集中,13.33,11万,44.68,18.40,002347
2016-10-14,2.36万,3.39,1.4万,-3.27,非常集中,10.10,14万,--,--,002347
2016-09-30,2.29万,30.97,1.4万,52.71,非常集中,9.77,14万,48.90,22.37,002347
2016-06-30,1.75万,0.18,9330.2,12.96,非常集中,19.45,18万,48.63,21.98,002347
2016-03-31,1.74万,-21.94,8259.9,28.10,非常集中,19.14,16万,48.63,21.98,002347
2018-02-28,3.06万,4.31,2.4万,-4.13,非常集中,4.48,11万,--,--,002348
2018-02-14,2.93万,-4.26,2.5万,4.45,非常集中,4.32,11万,--,--,002348
2018-01-31,3.06万,2.43,2.4万,-2.37,非常集中,4.86,12万,--,--,002348
2018-01-15,2.99万,0.85,2.5万,-0.84,非常集中,5.64,14万,--,--,002348
2017-12-31,2.96万,-2.06,2.5万,2.10,非常集中,5.74,14万,--,--,002348
2017-10-31,3.03万,-4.99,2.4万,5.25,非常集中,6.45,16万,--,--,002348
2017-09-30,3.18万,0.20,2.3万,-0.20,非常集中,6.61,15万,54.00,32.81,002348
2017-09-15,3.18万,1.66,2.3万,-1.64,非常集中,6.81,16万,--,--,002348
2017-08-31,3.13万,0.72,2.4万,-0.71,非常集中,7.03,17万,--,--,002348
2017-08-15,3.10万,-1.97,2.4万,2.01,非常集中,6.81,16万,--,--,002348
2018-01-31,3.27万,-2.57,2.4万,33.59,非常集中,8.12,19万,--,--,002349
2017-12-31,3.36万,-10.43,1.8万,11.87,非常集中,7.63,14万,75.40,48.04,002349
2017-09-30,3.75万,-6.16,1.6万,6.56,非常集中,8.95,14万,75.06,47.29,002349
2017-06-30,4.00万,-5.19,1.5万,5.37,非常集中,9.40,14万,75.00,47.31,002349
2017-03-31,4.22万,82.20,1.4万,9.77,非常集中,12.21,17万,75.01,47.16,002349
2017-01-31,2.31万,-3.75,1.3万,3.90,非常集中,19.40,25万,--,--,002349
2016-12-31,2.40万,1.00,1.2万,-0.99,非常集中,20.15,25万,75.10,47.54,002349
2016-09-30,2.38万,45.18,1.3万,-31.12,非常集中,22.08,28万,75.05,47.56,002349
2016-06-30,1.64万,-0.01,1.8万,0.01,非常集中,25.73,47万,76.33,49.53,002349
2016-03-31,1.64万,-0.16,1.8万,51.06,非常集中,25.73,47万,76.33,49.53,002349
2017-09-30,5.29万,6.34,6998.1,-5.96,非常集中,15.41,11万,52.28,52.07,002350
2017-06-30,4.97万,336.42,7441.6,-61.05,非常集中,15.49,12万,55.70,55.66,002350
2017-03-31,1.14万,2.18,1.9万,-2.13,非常集中,19.00,36万,66.43,66.43,002350
2016-12-31,1.11万,-3.78,2.0万,3.93,非常集中,20.83,41万,67.95,67.95,002350
2016-09-30,1.16万,-8.65,1.9万,9.47,非常集中,21.75,41万,65.82,65.82,002350
2016-06-30,1.27万,-12.91,1.7万,14.82,非常集中,20.20,35万,64.79,64.79,002350
2016-03-31,1.46万,-4.73,1.5万,4.97,非常集中,14.87,22万,64.63,64.63,002350
2015-12-31,1.53万,17.30,1.4万,-15.00,非常集中,20.33,29万,63.44,63.44,002350
2015-09-30,1.30万,0.85,1.7万,-0.84,非常集中,15.71,26万,66.57,66.57,002350
2015-06-30,1.29万,-12.93,1.7万,14.85,非常集中,22.98,39万,66.95,66.95,002350
2017-09-30,4.13万,-11.06,6490.7,12.43,非常集中,11.08,7万,71.85,22.01,002351
2017-06-30,4.64万,60.06,5772.9,-40.20,非常集中,11.07,6万,71.57,17.23,002351
2017-03-31,2.90万,-24.06,9653.9,31.68,非常集中,15.87,15万,73.67,19.52,002351
2016-12-31,3.82万,-10.30,7331.5,11.48,非常集中,11.90,9万,72.54,20.15,002351
2016-09-30,4.26万,11.38,6576.4,-10.22,非常集中,11.73,8万,72.42,20.03,002351
2016-06-30,3.82万,59.48,7325.0,34.00,非常集中,12.96,9万,73.49,21.11,002351
2016-03-31,2.40万,6.69,5466.5,-6.27,非常集中,21.47,12万,74.15,21.77,002351
2015-12-31,2.25万,22.35,5832.3,-20.03,非常集中,25.69,15万,73.73,18.28,002351
2015-09-30,1.84万,26.01,7293.4,-20.64,非常集中,18.35,13万,74.73,19.40,002351
2015-06-30,1.46万,18.34,9190.6,-14.56,非常集中,35.68,33万,74.08,19.62,002351
2018-02-28,5.57万,1.76,9283.9,255.91,非常集中,49.87,46万,--,--,002352
2017-12-31,5.48万,-3.56,2608.5,3.96,较分散,50.36,13万,94.38,1.30,002352
2017-09-30,5.68万,-11.24,2509.1,12.66,较分散,54.98,14万,94.38,1.21,002352
2017-06-30,6.40万,5.44,2227.1,1.93,较分散,53.16,12万,97.33,1.25,002352
2017-03-31,6.07万,-17.19,2185.1,20.76,较分散,55.76,12万,97.53,1.36,002352
2017-02-28,7.33万,137.89,1809.4,-57.96,非常分散,66.80,12万,--,--,002352
2016-12-31,3.08万,-7.50,4304.6,7.77,较集中,41.54,18万,66.14,25.05,002352
2016-11-15,3.33万,-9.87,3994.2,10.95,较集中,49.00,20万,--,--,002352
2016-10-31,3.69万,10.16,3600.0,-9.22,较集中,49.34,18万,--,--,002352
2016-10-14,3.35万,33.85,3965.6,-25.29,较集中,51.28,20万,--,--,002352
2018-02-28,6.13万,0.57,1.1万,-0.57,非常集中,14.43,16万,--,--,002353
2018-02-15,6.10万,0.98,1.1万,-0.97,非常集中,12.89,14万,--,--,002353
2018-01-31,6.04万,-5.17,1.1万,5.45,非常集中,14.75,16万,--,--,002353
2018-01-15,6.37万,-6.12,1.0万,6.52,非常集中,15.12,16万,--,--,002353
2017-12-15,6.78万,1.24,9831.1,-1.23,非常集中,12.76,13万,--,--,002353
2017-11-30,6.70万,0.65,9953.5,-0.65,非常集中,14.11,14万,--,--,002353
2017-11-15,6.66万,-2.16,1.0万,2.21,非常集中,15.39,15万,--,--,002353
2017-10-31,6.80万,-2.66,9801.9,2.73,非常集中,15.27,15万,--,--,002353
2017-10-15,6.99万,-1.27,9541.1,1.29,非常集中,16.07,15万,--,--,002353
2017-09-30,7.08万,0.34,9420.0,-0.34,非常集中,15.51,15万,56.80,27.48,002353
2017-09-30,3.46万,19.31,1.4万,-4.69,非常集中,20.08,28万,51.90,19.96,002354
2017-06-30,2.90万,38.62,1.5万,101.75,非常集中,21.50,32万,52.84,17.46,002354
2017-03-31,2.09万,11.55,7267.5,-9.86,非常集中,65.18,47万,50.73,18.66,002354
2017-02-28,1.87万,3.82,8062.1,-2.22,非常集中,69.65,56万,--,--,002354
2016-12-31,1.80万,5.14,8244.7,22.55,非常集中,69.16,57万,58.46,23.94,002354
2016-09-30,1.72万,1.50,6727.4,12.22,非常集中,75.04,50万,62.29,20.56,002354
2016-06-30,1.69万,46.24,5994.7,-31.62,非常集中,87.28,52万,63.20,16.93,002354
2016-03-31,1.16万,-0.10,8766.7,0.10,非常集中,79.07,69万,63.20,17.32,002354
2016-02-29,1.16万,-14.52,8757.6,16.99,非常集中,79.07,69万,--,--,002354
2015-12-31,1.35万,148.67,7485.8,-32.63,非常集中,95.98,72万,64.42,17.22,002354
2017-12-15,3.35万,-0.90,8836.0,0.91,非常集中,10.01,9万,--,--,002355
2017-11-30,3.38万,-1.68,8756.6,1.71,非常集中,10.50,9万,--,--,002355
2017-11-15,3.44万,-1.34,8609.2,1.35,非常集中,10.93,9万,--,--,002355
2017-10-31,3.49万,-5.50,8494.2,5.83,非常集中,10.84,9万,--,--,002355
2017-10-13,3.69万,4.32,8026.6,-4.14,非常集中,12.54,10万,--,--,002355
2017-09-30,3.54万,0.00,8373.4,0.00,非常集中,12.59,11万,48.26,10.27,002355
2017-09-29,3.54万,8.53,8373.4,-7.86,非常集中,12.59,11万,--,--,002355
2017-09-15,3.26万,3.39,9087.9,-3.28,非常集中,12.61,11万,--,--,002355
2017-08-31,3.15万,-3.81,9396.2,3.96,非常集中,10.34,10万,--,--,002355
2017-08-15,3.28万,4.53,9038.6,-4.33,非常集中,10.82,10万,--,--,002355
2017-09-30,1.32万,-0.01,2.2万,18.14,非常集中,25.31,55万,82.92,74.23,002356
2017-06-30,1.32万,-8.22,1.8万,8.96,非常集中,25.41,46万,82.43,61.99,002356
2017-03-31,1.43万,-14.94,1.7万,17.56,非常集中,25.67,43万,81.92,60.83,002356
2016-12-31,1.69万,-13.73,1.4万,15.92,非常集中,24.20,34万,80.10,58.69,002356
2016-09-30,1.96万,-5.29,1.2万,5.59,非常集中,23.81,29万,79.12,57.57,002356
2016-06-30,2.06万,-11.59,1.2万,13.11,非常集中,25.34,29万,77.70,57.73,002356
2016-03-31,2.33万,1.48,1.0万,-1.46,非常集中,24.06,25万,79.77,58.06,002356
2016-02-29,2.30万,-9.92,1.0万,11.02,非常集中,22.03,23万,--,--,002356
2015-12-31,2.55万,6.87,9395.6,-6.42,非常集中,28.01,26万,79.16,56.82,002356
2015-09-30,2.39万,8.58,1.0万,-7.90,非常集中,20.71,21万,81.26,58.94,002356
2017-09-30,2.02万,6.06,1.6万,-5.72,非常集中,10.02,16万,56.24,56.24,002357
2017-07-31,1.90万,3.85,1.6万,-3.71,非常集中,10.18,17万,--,--,002357
2017-06-30,1.83万,11.17,1.7万,-10.05,非常集中,10.48,18万,57.93,57.93,002357
2017-03-31,1.65万,24.24,1.9万,-19.51,非常集中,12.50,24万,60.86,60.86,002357
2016-12-31,1.32万,-34.10,2.4万,51.75,非常集中,15.22,36万,64.14,64.14,002357
2016-09-30,2.01万,1.98,1.6万,-1.94,非常集中,13.81,22万,60.27,60.27,002357
2016-06-30,1.97万,0.05,1.6万,-0.05,非常集中,15.43,25万,59.62,59.62,002357
2016-03-31,1.97万,-11.53,1.6万,13.03,非常集中,13.95,22万,61.63,60.94,002357
2015-12-31,2.23万,3.09,1.4万,-3.00,非常集中,16.62,23万,59.68,59.68,002357
2015-09-30,2.16万,2.87,1.5万,55.57,非常集中,10.12,15万,56.42,56.42,002357
2017-09-30,4.33万,19.42,2.1万,-1.79,非常集中,15.81,33万,63.46,62.13,002358
2017-06-30,3.63万,16.23,2.1万,-13.96,非常集中,17.02,36万,63.46,56.72,002358
2017-03-31,3.12万,2.40,2.5万,-2.35,非常集中,21.32,53万,63.46,57.01,002358
2016-12-31,3.05万,-26.61,2.5万,36.26,非常集中,19.18,49万,63.28,55.67,002358
2016-09-30,4.15万,-31.52,1.9万,46.02,非常集中,17.87,33万,61.71,53.73,002358
2016-06-30,6.06万,-9.00,1.3万,23.24,非常集中,15.43,20万,63.97,61.55,002358
2016-03-31,6.66万,-14.08,1.0万,16.39,非常集中,14.21,15万,63.04,50.04,002358
2015-12-31,7.76万,35.41,8924.0,-23.49,非常集中,18.45,16万,62.50,49.50,002358
2015-09-30,5.73万,62.37,1.2万,-38.41,非常集中,12.91,15万,65.22,49.20,002358
2015-06-30,3.53万,113.14,1.9万,-19.17,非常集中,21.48,41万,65.74,49.72,002358
2017-11-15,8419.00,-0.32,8.4万,0.32,非常集中,21.88,184万,--,--,002359
2017-10-31,8446.00,4.16,8.4万,-3.99,非常集中,22.79,191万,--,--,002359
2017-10-13,8109.00,1.87,8.7万,-1.84,非常集中,23.44,205万,--,--,002359
2017-09-30,7960.00,0.00,8.9万,0.00,非常集中,23.49,209万,67.40,38.37,002359
2017-09-29,7960.00,2.75,8.9万,65.45,非常集中,23.49,209万,--,--,002359
2017-09-15,7747.00,5.56,5.4万,-5.27,非常集中,39.35,212万,--,--,002359
2017-08-31,7339.00,-1.49,5.7万,1.51,非常集中,37.90,215万,--,--,002359
2017-08-15,7450.00,-6.61,5.6万,7.07,非常集中,38.89,217万,--,--,002359
2017-07-31,7977.00,7.62,5.2万,-7.08,非常集中,36.78,192万,--,--,002359
2017-07-24,7412.00,-2.69,5.6万,2.77,非常集中,35.90,202万,--,--,002359
2017-09-30,2.20万,0.64,1.3万,-0.63,非常集中,8.15,11万,39.71,14.85,002360
2017-06-30,2.19万,14.41,1.3万,-12.60,非常集中,8.23,11万,39.72,14.78,002360
2017-03-31,1.91万,0.04,1.5万,12.78,非常集中,10.43,16万,39.72,14.79,002360
2016-12-31,1.91万,-4.75,1.3万,9.60,非常集中,12.03,16万,40.27,12.45,002360
2016-09-30,2.01万,-8.29,1.2万,9.04,非常集中,12.72,15万,42.29,13.13,002360
2016-06-30,2.19万,6.41,1.1万,-6.40,非常集中,11.85,13万,43.41,13.74,002360
2016-03-31,2.06万,1.90,1.2万,-1.87,非常集中,12.86,15万,43.41,13.63,002360
2016-02-29,2.02万,5.25,1.2万,-4.99,非常集中,9.71,12万,--,--,002360
2015-12-31,1.92万,-10.17,1.3万,11.30,非常集中,12.32,16万,43.41,12.93,002360
2015-09-30,2.14万,17.36,1.1万,-14.79,非常集中,7.48,9万,43.41,13.45,002360
2017-09-30,5.97万,-12.71,1.0万,14.56,非常集中,6.56,7万,44.60,17.86,002361
2017-06-30,6.84万,10.78,8770.6,-6.12,非常集中,7.56,7万,44.91,18.29,002361
2017-03-31,6.18万,-3.22,9342.0,3.32,非常集中,8.65,8万,45.14,18.84,002361
2017-02-28,6.38万,53.16,9041.5,-34.71,非常集中,8.73,8万,--,--,002361
2016-12-31,4.17万,-2.05,1.4万,7.84,非常集中,7.00,10万,45.92,16.76,002361
2016-11-15,4.25万,7.74,1.3万,-7.18,非常集中,7.76,10万,--,--,002361
2016-10-14,3.95万,-2.72,1.4万,2.80,非常集中,7.50,10万,--,--,002361
2016-09-30,4.06万,6.33,1.3万,-5.96,非常集中,7.22,10万,45.97,16.01,002361
2016-06-30,3.82万,15.36,1.4万,73.05,非常集中,7.76,11万,45.97,16.17,002361
2016-03-31,3.31万,0.55,8269.8,-0.55,非常集中,12.75,11万,46.03,16.92,002361
2017-11-30,6.80万,-2.44,2573.9,2.51,较分散,24.90,6万,--,--,002362
2017-11-15,6.97万,8.95,2511.0,-8.21,较分散,31.68,8万,--,--,002362
2017-10-13,6.40万,2.20,2735.6,-2.15,较分散,30.99,8万,--,--,002362
2017-09-30,6.26万,-3.60,2795.8,3.74,较分散,30.13,8万,40.78,23.65,002362
2017-09-15,6.49万,13.96,2695.1,-12.25,较分散,32.70,9万,--,--,002362
2017-08-31,5.70万,24.52,3071.2,-19.69,较集中,29.75,9万,--,--,002362
2017-08-15,4.58万,-1.06,3824.4,1.07,较集中,21.43,8万,--,--,002362
2017-07-31,4.62万,2.50,3784.1,-2.44,较集中,21.23,8万,--,--,002362
