日期,股东人数(户),较上期变化(%),人均流通股(股),较上期变化(%),筹码集中度,股价(元),人均持股金额(元),前十大股东持股合计(%),前十大流通股东持股合计(%),公司代码
2016-06-30,1.48万,49.07,7.7万,35.52,非常集中,14.32,110万,77.69,37.60,300267
2016-03-31,9960.00,-2.91,5.7万,2.99,非常集中,30.16,172万,77.96,37.89,300267
2015-12-31,1.03万,-12.63,5.5万,14.41,非常集中,33.60,186万,77.32,36.52,300267
2015-09-30,1.17万,18.74,4.8万,-15.78,非常集中,26.97,130万,77.59,40.51,300267
2015-06-30,9888.00,57.10,5.7万,27.80,非常集中,34.09,195万,75.96,38.88,300267
2017-09-30,8599.00,-43.00,1.1万,75.45,非常集中,31.66,36万,44.70,18.13,300268
2017-06-30,1.51万,5.59,6521.3,-5.31,非常集中,35.30,23万,43.26,17.19,300268
2017-03-31,1.43万,-46.11,6887.0,36.26,非常集中,35.30,24万,43.26,17.19,300268
2016-12-31,2.65万,373.26,5054.3,-78.87,非常集中,37.00,19万,44.22,44.22,300268
2016-09-30,5602.00,-16.06,2.4万,19.14,非常集中,19.20,46万,63.84,63.84,300268
2016-06-30,6674.00,7.33,2.0万,-6.83,非常集中,18.90,38万,63.86,63.86,300268
2016-03-31,6218.00,24.86,2.2万,8.50,非常集中,18.92,41万,64.40,64.40,300268
2015-12-31,4980.00,-27.34,2.0万,37.63,非常集中,30.91,61万,70.68,45.13,300268
2015-09-30,6854.00,79.38,1.4万,62.18,非常集中,16.88,24万,70.21,44.79,300268
2015-06-30,3821.00,-17.65,8898.2,21.43,非常集中,21.81,19万,74.22,6.11,300268
2017-09-30,1.49万,-8.50,2.3万,35.66,非常集中,18.70,44万,52.99,28.42,300269
2017-06-30,1.63万,-4.57,1.7万,12.67,非常集中,20.03,34万,52.57,22.39,300269
2017-03-31,1.71万,-7.29,1.5万,7.87,非常集中,22.60,34万,52.57,19.50,300269
2017-02-28,1.84万,-9.63,1.4万,10.66,非常集中,23.33,33万,--,--,300269
2016-12-31,2.04万,19.45,1.3万,-15.72,非常集中,23.12,30万,52.57,18.56,300269
2016-09-30,1.71万,-5.15,1.5万,5.43,非常集中,22.91,35万,52.59,18.45,300269
2016-06-30,1.80万,-3.03,1.4万,12.28,非常集中,25.98,37万,51.65,17.45,300269
2016-03-31,1.85万,-23.20,1.3万,52.75,非常集中,22.97,29万,63.09,19.58,300269
2015-12-31,2.41万,147.79,8384.3,-52.35,非常集中,29.94,25万,62.99,14.95,300269
2015-09-30,9744.00,-0.79,1.8万,0.80,非常集中,28.81,51万,62.88,11.31,300269
2017-09-30,1.78万,4.37,8470.0,-4.19,非常集中,12.05,10万,62.42,18.20,300270
2017-06-30,1.71万,-2.55,8840.1,5.37,非常集中,11.71,10万,62.36,18.13,300270
2017-03-31,1.75万,5.47,8389.9,-5.18,非常集中,13.26,11万,62.76,18.57,300270
2016-12-31,1.66万,-12.88,8848.6,16.56,非常集中,15.19,13万,65.11,20.84,300270
2016-09-30,1.90万,-8.80,7591.5,7.98,非常集中,16.25,12万,62.03,17.72,300270
2016-06-30,2.09万,5.42,7030.5,-3.68,非常集中,17.03,12万,61.75,17.41,300270
2016-03-31,1.98万,19.16,7299.1,-15.22,非常集中,16.34,12万,63.04,18.42,300270
2015-12-31,1.66万,-9.78,8609.4,12.28,非常集中,23.84,21万,64.22,19.64,300270
2015-09-30,1.84万,-1.91,7667.6,1.95,非常集中,13.23,10万,64.89,18.93,300270
2015-06-30,1.88万,210.62,7521.0,-28.30,非常集中,18.26,14万,62.47,17.39,300270
2018-01-31,2.19万,0.00,2.3万,0.00,非常集中,16.65,38万,--,--,300271
2018-01-15,2.19万,-2.58,2.3万,2.66,非常集中,15.25,35万,--,--,300271
2017-12-29,2.24万,0.83,2.2万,-0.82,非常集中,14.88,33万,--,--,300271
2017-12-15,2.23万,-4.60,2.2万,5.51,非常集中,15.80,35万,--,--,300271
2017-11-30,2.33万,-1.63,2.1万,1.66,非常集中,14.10,30万,--,--,300271
2017-11-15,2.37万,0.50,2.1万,-0.49,非常集中,14.81,31万,--,--,300271
2017-10-31,2.36万,-1.92,2.1万,1.95,非常集中,15.98,33万,--,--,300271
2017-10-13,2.41万,-1.62,2.0万,1.65,非常集中,16.66,34万,39.20,--,300271
2017-09-30,2.45万,1.98,2.0万,-1.94,非常集中,15.67,32万,38.90,19.67,300271
2017-09-29,2.40万,-1.74,2.1万,1.78,非常集中,15.67,32万,--,--,300271
2017-09-30,1.87万,0.02,1.3万,-0.02,非常集中,9.13,12万,58.91,20.27,300272
2017-09-15,1.87万,4.47,1.3万,-4.28,非常集中,9.13,12万,--,--,300272
2017-08-31,1.79万,-0.09,1.3万,0.09,非常集中,9.13,12万,--,--,300272
2017-08-15,1.79万,-0.47,1.3万,0.47,非常集中,9.13,12万,--,--,300272
2017-07-31,1.80万,-4.92,1.3万,5.17,非常集中,8.92,12万,--,--,300272
2017-06-30,1.89万,7.32,1.3万,9.72,非常集中,10.07,13万,59.15,20.88,300272
2017-03-31,1.76万,-4.65,1.1万,4.88,非常集中,12.64,14万,58.86,20.97,300272
2017-01-26,1.85万,3.64,1.1万,-3.51,非常集中,12.56,14万,--,--,300272
2016-12-31,1.79万,2.00,1.1万,-1.94,非常集中,14.64,17万,59.98,21.78,300272
2016-12-15,1.75万,-1.69,1.2万,1.71,非常集中,14.27,16万,--,--,300272
2017-09-30,4.20万,-7.07,1.3万,7.61,非常集中,10.28,14万,46.09,18.80,300273
2017-06-30,4.52万,12.93,1.2万,-11.49,非常集中,12.16,15万,46.08,18.79,300273
2017-03-31,4.01万,3.43,1.4万,-3.31,非常集中,14.40,20万,46.34,19.15,300273
2016-12-31,3.87万,8.09,1.4万,-7.27,非常集中,17.06,25万,47.87,20.72,300273
2016-09-30,3.58万,-0.26,1.6万,8.85,非常集中,19.99,31万,48.00,20.85,300273
2016-06-30,3.59万,-15.98,1.4万,19.65,非常集中,19.15,27万,48.64,17.04,300273
2016-03-31,4.28万,-9.97,1.2万,11.07,非常集中,15.73,19万,46.62,14.69,300273
2015-12-31,4.75万,17.50,1.1万,-14.96,非常集中,20.90,23万,45.64,14.09,300273
2015-09-30,4.04万,16.69,1.3万,-14.30,非常集中,19.29,24万,48.22,17.13,300273
2015-06-30,3.46万,94.92,1.5万,-28.84,非常集中,29.79,44万,47.25,18.49,300273
2018-02-28,3.68万,2.28,2.9万,-2.23,非常集中,16.48,47万,--,--,300274
2018-02-15,3.60万,0.36,2.9万,-0.36,非常集中,14.96,44万,--,--,300274
2018-01-31,3.59万,-6.92,2.9万,7.43,非常集中,16.87,50万,--,--,300274
2018-01-15,3.85万,5.40,2.7万,-5.12,非常集中,16.25,45万,--,--,300274
2017-12-29,3.66万,-1.75,2.9万,1.78,非常集中,18.77,54万,--,--,300274
2017-12-15,3.72万,1.23,2.8万,-1.22,非常集中,17.53,50万,--,--,300274
2017-11-30,3.68万,4.36,2.9万,-4.18,非常集中,16.44,47万,--,--,300274
2017-11-15,3.52万,5.27,3.0万,-5.01,非常集中,20.59,62万,--,--,300274
2017-10-31,3.35万,10.53,3.2万,-9.53,非常集中,19.32,61万,--,--,300274
2017-10-13,3.03万,-2.35,3.5万,2.41,非常集中,16.75,59万,--,--,300274
2018-02-28,1.63万,2.52,7348.1,-2.45,非常集中,14.00,10万,--,--,300275
2018-02-14,1.59万,-4.79,7532.9,5.03,非常集中,12.78,10万,--,--,300275
2018-01-31,1.67万,-4.02,7172.1,4.19,非常集中,13.71,10万,--,--,300275
2018-01-15,1.74万,-5.95,6883.5,6.32,非常集中,13.47,9万,--,--,300275
2017-12-29,1.85万,6.35,6474.2,-5.97,非常集中,14.09,9万,--,--,300275
2017-09-30,1.74万,6.07,6885.1,-9.20,非常集中,15.18,10万,43.86,17.33,300275
2017-08-31,1.64万,35.55,7582.4,-26.23,非常集中,17.60,13万,--,--,300275
2017-06-30,1.21万,107.49,1.0万,-50.75,非常集中,19.18,20万,49.14,23.43,300275
2017-03-31,5831.00,-33.90,2.1万,51.29,非常集中,27.88,58万,49.68,24.08,300275
2016-12-31,8822.00,-18.31,1.4万,32.03,非常集中,21.88,30万,47.71,21.30,300275
2017-09-30,3.75万,-11.71,5335.1,13.26,非常集中,15.75,8万,64.42,17.80,300276
2017-06-30,4.24万,-0.53,4710.3,0.53,较集中,16.50,8万,64.05,17.43,300276
2017-03-31,4.27万,4.26,4685.4,-4.08,较集中,21.71,10万,64.03,17.41,300276
2017-02-28,4.09万,0.01,4884.7,-0.01,较集中,18.15,9万,--,--,300276
2016-12-31,4.09万,-0.03,4885.3,0.03,较集中,18.15,9万,64.01,17.39,300276
2016-11-30,4.09万,-0.07,4883.9,0.07,较集中,18.15,9万,--,--,300276
2016-09-30,4.09万,-0.03,4880.6,0.03,较集中,18.15,9万,64.01,17.39,300276
2016-09-17,4.10万,-2.12,4879.3,2.17,较集中,18.15,9万,--,--,300276
2016-08-31,4.18万,1.24,4775.7,-1.23,较集中,18.50,9万,--,--,300276
2016-08-15,4.13万,-1.10,4835.1,1.11,较集中,18.35,9万,--,--,300276
2017-09-30,1.28万,12.34,2.6万,-10.99,非常集中,10.99,29万,70.56,70.56,300277
2017-06-30,1.14万,-7.79,2.9万,8.49,非常集中,8.67,25万,70.56,70.56,300277
2017-03-31,1.24万,-5.06,2.7万,5.33,非常集中,11.00,30万,71.27,71.27,300277
2016-12-31,1.30万,-10.51,2.6万,11.75,非常集中,12.43,32万,71.63,71.63,300277
2016-09-30,1.46万,-4.20,2.3万,4.38,非常集中,13.38,31万,73.77,73.77,300277
2016-08-31,1.52万,2.39,2.2万,-2.33,非常集中,15.10,33万,--,--,300277
2016-08-15,1.48万,1.34,2.3万,-1.32,非常集中,13.64,31万,--,--,300277
2016-06-30,1.46万,-6.77,2.3万,7.26,非常集中,14.34,33万,74.33,74.33,300277
2016-06-15,1.57万,-8.08,2.1万,8.80,非常集中,14.35,31万,--,--,300277
2016-05-31,1.71万,165.84,2.0万,-5.96,非常集中,15.53,30万,--,--,300277
2017-09-30,9655.00,-16.82,2.3万,20.22,非常集中,20.95,49万,66.82,12.25,300278
2017-06-30,1.16万,-6.32,2.0万,8.21,非常集中,16.59,32万,65.47,10.72,300278
2017-03-31,1.24万,0.65,1.8万,-0.65,非常集中,21.10,38万,65.47,10.72,300278
2017-02-28,1.23万,-5.43,1.8万,5.74,非常集中,22.60,41万,--,--,300278
2016-12-31,1.30万,-8.20,1.7万,8.93,非常集中,22.35,38万,65.32,10.06,300278
2016-09-30,1.42万,-32.06,1.6万,47.19,非常集中,19.89,31万,64.53,10.55,300278
2016-06-30,2.09万,-21.44,1.1万,27.29,非常集中,17.09,18万,65.12,10.68,300278
2016-03-31,2.66万,24.20,8417.7,-19.49,非常集中,15.71,13万,72.70,15.71,300278
2016-01-31,2.14万,-1.97,1.0万,2.01,非常集中,14.68,15万,--,--,300278
2015-12-31,2.18万,-29.92,1.0万,102.27,非常集中,22.77,23万,72.28,15.57,300278
2017-09-30,1.32万,-19.67,2.2万,24.49,非常集中,12.05,27万,58.90,29.63,300279
2017-06-30,1.65万,86.31,1.8万,87.78,非常集中,13.92,25万,59.29,30.96,300279
2017-03-31,8845.00,5.68,9414.5,-5.37,非常集中,38.72,36万,59.70,26.68,300279
2016-12-31,8370.00,16.77,9948.8,-13.87,非常集中,43.50,43万,60.73,27.00,300279
2016-09-30,7168.00,-10.68,1.2万,11.96,非常集中,46.85,54万,60.94,26.60,300279
2016-06-30,8025.00,41.96,1.0万,1.98,非常集中,47.49,49万,60.48,25.32,300279
2016-03-31,5653.00,3.50,1.0万,-3.38,非常集中,32.40,33万,67.05,15.06,300279
2015-12-31,5462.00,-4.78,1.0万,3.76,非常集中,49.80,52万,66.29,14.83,300279
2015-09-30,5736.00,0.03,1.0万,-0.03,非常集中,38.20,39万,64.97,11.53,300279
2015-06-30,5734.00,11.36,1.0万,-24.20,非常集中,38.30,39万,64.97,11.53,300279
2018-01-15,4260.00,-4.97,3.0万,5.23,非常集中,35.80,108万,--,--,300280
2017-12-15,4483.00,-13.89,2.9万,16.13,非常集中,35.16,100万,12.52,--,300280
2017-11-30,5206.00,-4.62,2.5万,4.84,非常集中,32.95,81万,--,--,300280
2017-11-15,5458.00,2.15,2.3万,-2.11,非常集中,32.05,75万,15.00,--,300280
2017-09-30,5343.00,0.00,2.4万,0.00,非常集中,32.48,78万,61.74,61.74,300280
2017-09-15,5343.00,1.97,2.4万,-1.93,非常集中,32.48,78万,--,--,300280
2017-08-31,5240.00,-0.02,2.4万,0.02,非常集中,30.74,75万,--,--,300280
2017-08-15,5241.00,-5.23,2.4万,5.51,非常集中,30.90,75万,--,--,300280
2017-07-31,5530.00,-2.54,2.3万,2.60,非常集中,31.60,73万,--,--,300280
2017-07-14,5674.00,-1.85,2.3万,1.89,非常集中,31.67,71万,--,--,300280
2017-09-30,7514.00,-2.12,2.0万,2.17,非常集中,15.00,29万,63.81,22.43,300281
2017-06-30,7677.00,2.62,1.9万,2.47,非常集中,16.08,31万,65.20,25.91,300281
2017-06-15,7481.00,-0.70,1.9万,0.71,非常集中,16.40,31万,--,--,300281
2017-05-31,7534.00,-0.89,1.9万,0.90,非常集中,16.63,31万,--,--,300281
2017-05-15,7602.00,4.80,1.8万,-4.58,非常集中,15.88,29万,--,--,300281
2017-04-28,7254.00,-2.72,1.9万,2.80,非常集中,17.25,33万,--,--,300281
2017-04-14,7457.00,-3.83,1.9万,3.98,非常集中,18.52,35万,--,--,300281
2017-03-31,7754.00,-7.23,1.8万,7.79,非常集中,18.59,34万,65.13,23.57,300281
2017-03-15,8358.00,-1.35,1.7万,1.36,非常集中,19.01,32万,--,--,300281
2017-02-28,8472.00,0.51,1.7万,-0.51,非常集中,18.67,31万,--,--,300281
2018-02-28,7300.00,-1.35,2.6万,1.37,非常集中,17.88,47万,--,--,300282
2018-02-14,7400.00,-20.97,2.6万,26.54,非常集中,18.42,47万,--,--,300282
2017-09-30,9364.00,1.66,2.0万,9.53,非常集中,20.12,41万,49.64,36.63,300282
2017-06-30,9211.00,8.35,1.9万,-7.61,非常集中,21.10,39万,49.64,29.98,300282
2017-03-31,8501.00,11.69,2.0万,-10.47,非常集中,25.12,50万,52.53,31.15,300282
2016-12-31,7611.00,-7.50,2.2万,8.08,非常集中,29.45,66万,53.73,34.04,300282
2016-09-30,8228.00,10.80,2.1万,-9.75,非常集中,28.50,59万,55.16,35.77,300282
2016-06-30,7426.00,-0.32,2.3万,-0.25,非常集中,35.25,81万,58.82,39.57,300282
2016-03-31,7450.00,-29.34,2.3万,41.52,非常集中,34.30,79万,60.47,38.24,300282
2015-12-31,1.05万,34.82,1.6万,-25.85,非常集中,32.93,54万,60.34,38.30,300282
2017-09-30,1.15万,5.22,1.8万,-4.96,非常集中,7.00,13万,72.83,23.37,300283
2017-06-30,1.09万,0.55,1.9万,1.73,非常集中,7.22,14万,73.41,24.05,300283
2017-03-31,1.09万,6.20,1.9万,-5.84,非常集中,8.81,16万,73.40,23.99,300283
2017-02-28,1.03万,2.58,2.0万,-2.52,非常集中,9.66,19万,--,--,300283
2016-12-31,9994.00,-18.08,2.0万,22.06,非常集中,9.82,20万,74.74,24.24,300283
2016-09-30,1.22万,1.78,1.7万,-1.75,非常集中,9.90,16万,74.23,23.76,300283
2016-06-30,1.20万,30.99,1.7万,22.80,非常集中,9.38,16万,76.36,25.82,300283
2016-03-31,9150.00,1.04,1.4万,-1.03,非常集中,10.58,15万,76.41,25.87,300283
2016-02-29,9056.00,-4.81,1.4万,5.06,非常集中,9.06,13万,--,--,300283
2015-12-31,9514.00,0.42,1.3万,-1.29,非常集中,14.40,19万,74.50,20.76,300283
2017-09-30,3.45万,99.85,1.0万,-49.12,非常集中,20.04,20万,49.47,17.78,300284
2017-06-30,1.73万,-11.09,2.0万,14.49,非常集中,19.68,39万,49.87,19.25,300284
2017-03-31,1.94万,6.19,1.7万,-5.68,非常集中,18.32,32万,49.11,18.25,300284
2016-12-31,1.83万,10.71,1.9万,-9.44,非常集中,20.80,38万,49.15,18.43,300284
2016-09-30,1.65万,5.37,2.0万,-3.77,非常集中,23.80,49万,49.65,18.94,300284
2016-06-30,1.57万,-8.08,2.1万,11.00,非常集中,19.49,41万,52.61,21.16,300284
2016-03-31,1.71万,-5.27,1.9万,5.57,非常集中,19.24,37万,52.30,20.74,300284
2016-02-29,1.80万,-8.11,1.8万,8.83,非常集中,14.94,27万,--,--,300284
2015-12-31,1.96万,26.14,1.7万,-20.75,非常集中,21.68,36万,52.17,19.58,300284
2015-09-30,1.55万,11.17,2.1万,-9.42,非常集中,21.76,46万,53.15,20.58,300284
2017-09-30,1.15万,75.17,3.6万,-42.91,非常集中,23.03,83万,53.29,28.06,300285
2017-06-30,6537.00,16.03,6.3万,72.94,非常集中,19.70,124万,53.73,28.49,300285
2017-03-31,5634.00,1.86,3.6万,-1.83,非常集中,40.03,145万,53.99,29.12,300285
2017-02-28,5531.00,11.51,3.7万,-10.74,非常集中,37.35,138万,--,--,300285
2016-12-31,4960.00,-19.58,4.1万,24.00,非常集中,39.11,162万,54.67,29.84,300285
2016-09-30,6168.00,-15.37,3.3万,18.16,非常集中,36.75,123万,54.38,29.55,300285
2016-06-30,7288.00,28.38,2.8万,-22.09,非常集中,39.89,113万,54.69,29.80,300285
2016-03-31,5677.00,-3.17,3.6万,3.28,非常集中,31.10,113万,54.11,29.30,300285
2015-12-31,5863.00,15.82,3.5万,-26.51,非常集中,45.50,160万,52.93,36.99,300285
2015-09-30,5062.00,-17.14,4.8万,20.68,非常集中,31.00,148万,54.51,53.07,300285
2018-02-28,1.04万,4.22,1.1万,-4.05,非常集中,16.14,17万,--,--,300286
2018-01-31,1.00万,-3.49,1.1万,3.62,非常集中,16.61,18万,--,--,300286
2017-12-31,1.04万,5.26,1.1万,1.97,非常集中,17.69,19万,64.35,42.31,300286
2017-12-15,9847.00,0.72,1.0万,-0.71,非常集中,17.97,19万,--,--,300286
2017-11-30,9777.00,-2.98,1.1万,3.07,非常集中,18.52,19万,--,--,300286
2017-11-15,1.01万,1.92,1.0万,-1.89,非常集中,20.21,21万,--,--,300286
2017-10-31,9887.00,2.25,1.0万,-2.20,非常集中,20.01,21万,--,--,300286
2017-09-30,9669.00,-4.13,1.1万,6.30,非常集中,20.72,22万,64.08,42.04,300286
2017-06-30,1.01万,0.23,9999.2,1.37,非常集中,20.63,21万,64.62,37.37,300286
2017-03-31,1.01万,1.37,9863.7,-1.35,非常集中,25.02,25万,65.87,38.28,300286
2018-02-28,5.85万,-4.07,1.8万,5.81,非常集中,8.80,16万,--,--,300287
2017-09-30,6.10万,0.00,1.7万,0.00,非常集中,9.37,16万,39.59,18.70,300287
2017-09-29,6.10万,0.54,1.7万,-0.54,非常集中,9.37,16万,--,--,300287
2017-09-15,6.06万,0.80,1.7万,-0.79,非常集中,9.42,16万,--,--,300287
2017-08-31,6.02万,0.02,1.7万,-0.02,非常集中,8.64,15万,--,--,300287
2017-08-15,6.01万,4.03,1.7万,-3.87,非常集中,8.51,15万,--,--,300287
2017-07-31,5.78万,-1.51,1.8万,1.54,非常集中,8.33,15万,--,--,300287
2017-07-15,5.87万,-0.33,1.8万,0.33,非常集中,8.63,15万,--,--,300287
2017-06-30,5.89万,-2.80,1.8万,2.88,非常集中,9.18,16万,39.35,18.59,300287
2017-06-15,6.06万,-0.81,1.7万,0.82,非常集中,9.59,16万,--,--,300287
2017-09-30,4.37万,15.52,3844.6,-13.44,较集中,31.24,12万,64.47,20.52,300288
2017-06-30,3.78万,18.33,4441.3,-19.24,较集中,27.85,12万,66.98,17.70,300288
2017-04-28,3.20万,3.92,5499.5,-3.77,非常集中,25.66,14万,--,--,300288
2017-04-14,3.08万,-7.20,5715.1,7.76,非常集中,23.82,14万,--,--,300288
2017-03-31,3.32万,9.63,5303.6,-8.78,非常集中,25.78,14万,67.88,20.25,300288
2017-03-15,3.03万,3.08,5814.1,-2.99,非常集中,23.78,14万,--,--,300288
2017-02-28,2.93万,2.25,5993.4,1.39,非常集中,24.31,15万,--,--,300288
2016-12-31,2.87万,-4.49,5911.2,4.70,非常集中,27.35,16万,69.43,21.28,300288
2016-09-30,3.01万,15.14,5646.0,-13.15,非常集中,31.91,18万,70.59,22.40,300288
2016-06-30,2.61万,1.94,6501.0,-1.64,非常集中,36.26,24万,72.47,25.86,300288
2017-09-30,2.38万,129.03,1.4万,-56.34,非常集中,11.17,15万,64.72,42.33,300289
2017-06-30,1.04万,-36.85,3.1万,60.21,非常集中,16.64,51万,65.22,44.26,300289
2017-03-31,1.65万,-6.61,1.9万,7.08,非常集中,12.03,23万,65.49,43.23,300289
2016-12-31,1.76万,-9.32,1.8万,12.30,非常集中,12.45,22万,64.55,42.02,300289
2016-09-30,1.94万,-1.44,1.6万,1.46,非常集中,13.51,22万,66.56,42.25,300289
2016-06-30,1.97万,-5.50,1.6万,6.08,非常集中,14.96,24万,67.02,42.34,300289
2016-03-31,2.09万,4.25,1.5万,-4.02,非常集中,15.02,22万,66.95,41.96,300289
2016-02-29,2.00万,-4.11,1.6万,4.29,非常集中,11.98,19万,--,--,300289
2015-12-31,2.09万,98.74,1.5万,28.52,非常集中,19.90,30万,67.93,43.34,300289
2015-09-30,1.05万,53.00,1.2万,-34.53,非常集中,38.88,45万,68.62,43.05,300289
2017-09-30,2.23万,6.90,1.2万,95.31,非常集中,11.38,14万,62.13,47.27,300290
2017-06-30,2.09万,5.39,6227.7,-22.75,非常集中,10.58,7万,62.62,4.24,300290
2017-03-31,1.98万,-4.88,8062.2,5.13,非常集中,12.19,10万,62.50,4.34,300290
2017-02-28,2.08万,-8.33,7668.7,9.09,非常集中,13.47,10万,--,--,300290
2016-12-31,2.27万,-3.37,7029.7,3.48,非常集中,13.94,10万,62.13,12.46,300290
2016-09-30,2.35万,-20.81,6793.1,26.28,非常集中,14.93,10万,61.65,12.06,300290
2016-06-30,2.97万,24.87,5379.3,-16.61,非常集中,18.37,10万,61.31,11.80,300290
2016-03-31,2.38万,-0.13,6450.4,0.13,非常集中,14.60,9万,62.03,12.80,300290
2016-02-29,2.38万,20.28,6442.0,-16.86,非常集中,14.60,9万,--,--,300290
2015-12-31,1.98万,58.37,7748.4,-36.85,非常集中,25.22,20万,70.08,19.21,300290
2018-02-28,2.91万,-1.53,2.0万,1.56,非常集中,11.19,23万,--,--,300291
2018-02-14,2.96万,-0.28,2.0万,0.28,非常集中,10.80,22万,--,--,300291
2018-01-31,2.97万,-4.46,2.0万,4.67,非常集中,12.25,25万,--,--,300291
2017-12-29,3.11万,-1.60,1.9万,1.62,非常集中,11.35,22万,--,--,300291
2017-12-15,3.16万,-0.56,1.9万,0.56,非常集中,11.35,21万,--,--,300291
2017-11-30,3.17万,-2.15,1.9万,21.04,非常集中,11.74,22万,--,--,300291
2017-11-15,3.24万,0.22,1.6万,-0.22,非常集中,13.11,20万,--,--,300291
2017-10-31,3.24万,-0.18,1.6万,0.18,非常集中,13.57,21万,7.74,--,300291
2017-10-15,3.24万,0.00,1.6万,0.00,非常集中,15.49,24万,--,--,300291
2017-10-13,3.24万,40.49,1.6万,-28.82,非常集中,15.49,24万,--,--,300291
2017-09-30,6.68万,6.59,1.2万,2.23,非常集中,6.67,8万,51.40,18.36,300292
2017-06-30,6.27万,-6.81,1.1万,21.15,非常集中,6.77,8万,53.77,16.00,300292
2017-03-31,6.73万,-7.04,9292.4,7.58,非常集中,7.38,7万,52.75,14.02,300292
2016-12-31,7.24万,91.08,8638.0,-43.79,非常集中,8.73,8万,52.75,8.32,300292
2016-09-30,3.79万,309.31,1.5万,66.39,非常集中,9.08,14万,56.99,8.90,300292
2016-06-30,9253.00,-0.15,9236.0,1.14,非常集中,33.26,31万,71.71,8.22,300292
2016-03-31,9267.00,1.76,9132.0,-1.73,非常集中,33.26,30万,71.71,8.22,300292
2015-12-31,9107.00,-0.36,9292.4,-8.95,非常集中,42.30,39万,71.71,7.76,300292
2015-09-30,9140.00,1.44,1.0万,-1.42,非常集中,32.05,33万,73.57,13.01,300292
2015-06-30,9010.00,-4.04,1.0万,4.21,非常集中,33.83,35万,71.79,16.35,300292
2017-09-30,1.99万,-1.41,1.3万,1.43,非常集中,13.55,18万,70.43,69.63,300293
2017-06-30,2.02万,0.83,1.3万,-1.06,非常集中,14.12,19万,70.62,69.88,300293
2017-03-31,2.00万,-4.23,1.3万,4.41,非常集中,16.14,22万,70.55,69.85,300293
2016-12-31,2.09万,-7.26,1.3万,7.83,非常集中,16.80,22万,71.18,70.51,300293
2016-09-30,2.25万,-6.67,1.2万,7.15,非常集中,16.08,19万,70.11,69.42,300293
2016-06-30,2.41万,0.19,1.1万,-0.19,非常集中,17.90,20万,69.89,69.20,300293
2016-03-31,2.41万,-2.31,1.1万,130.18,非常集中,17.11,19万,69.89,69.20,300293
2016-02-29,2.47万,-3.56,4835.5,3.69,较集中,15.25,7万,--,--,300293
2015-12-31,2.56万,12.46,4663.4,-11.08,较集中,24.66,11万,69.75,13.32,300293
2015-09-30,2.27万,24.71,5244.3,-19.81,非常集中,18.00,9万,70.32,14.22,300293
2017-09-30,2.09万,22.10,1.6万,-18.10,非常集中,35.49,56万,65.25,49.75,300294
2017-06-30,1.71万,1.07,1.9万,48.29,非常集中,41.24,79万,65.89,50.50,300294
2017-03-31,1.69万,-1.23,1.3万,59.94,非常集中,63.77,82万,67.13,51.19,300294
2017-02-28,1.71万,-1.39,8052.0,1.41,非常集中,61.60,50万,--,--,300294
2016-12-31,1.74万,-10.23,7940.2,11.40,非常集中,56.35,45万,67.12,21.63,300294
2016-09-30,1.93万,5.84,7127.6,-5.52,非常集中,67.08,48万,66.88,21.91,300294
2016-06-30,1.83万,8.88,7544.1,-11.23,非常集中,62.86,47万,66.73,21.82,300294
2016-03-31,1.68万,26.71,8498.5,-21.08,非常集中,47.02,40万,66.90,22.14,300294
2015-12-31,1.32万,10.48,1.1万,-9.49,非常集中,38.93,42万,68.33,23.19,300294
2015-09-30,1.20万,37.33,1.2万,45.63,非常集中,29.53,35万,64.06,27.40,300294
2017-09-30,3.08万,-6.49,5830.3,6.94,非常集中,22.23,13万,39.42,31.83,300295
2017-06-30,3.29万,-0.45,5452.1,2.26,非常集中,18.71,10万,36.94,30.66,300295
2017-03-31,3.31万,-2.84,5331.8,2.93,非常集中,24.46,13万,37.91,31.63,300295
2016-12-31,3.40万,-4.17,5180.2,5.71,非常集中,28.89,15万,37.28,29.85,300295
2016-09-30,3.55万,-0.47,4900.5,0.47,较集中,31.04,15万,36.88,29.30,300295
2016-06-30,3.57万,3.34,4877.6,10.11,较集中,32.50,16万,38.12,30.04,300295
2016-03-31,3.45万,-1.05,4429.7,1.06,较集中,38.70,17万,48.58,30.02,300295
2015-12-31,3.49万,109.17,4383.1,-6.44,较集中,49.60,22万,48.52,29.65,300295
2015-09-30,1.67万,60.28,4685.0,-37.61,较集中,63.87,30万,48.69,30.90,300295
2015-06-30,1.04万,52.56,7509.2,-19.60,非常集中,115.39,87万,51.28,35.36,300295
2017-09-30,2.15万,1.31,4.5万,14.42,非常集中,20.15,92万,49.32,19.14,300296
2017-06-30,2.12万,42.44,4.0万,53.70,非常集中,18.80,75万,49.21,17.91,300296
2017-03-31,1.49万,10.43,2.6万,-10.70,非常集中,40.96,106万,49.29,17.28,300296
2017-02-28,1.35万,-15.65,2.9万,18.55,非常集中,34.90,101万,--,--,300296
2016-12-31,1.60万,-5.14,2.4万,2.71,非常集中,33.72,82万,49.99,17.14,300296
2016-09-30,1.68万,6.81,2.4万,0.87,非常集中,30.60,73万,49.89,16.59,300296
2016-06-30,1.58万,6.08,2.4万,-5.25,非常集中,31.66,75万,56.29,19.46,300296
