shareholder,value,percent,share_type,share_code
shareholder,value,percent,share_type,share_code
中国工商银行-汇添富美丽30混合型证券投资基金,2000000,0.853,流通A股,000915
海南首泰融信股权投资基金合伙企业(有限合伙),34721112,2.449,流通A股,000917
中国工商银行-融通深证100指数证券投资基金,2966745,0.209,流通A股,000917
兴业银行股份有限公司-兴全全球视野股票型证券投资基金,11529512,2.288,流通A股,000919
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF),10147632,2.013,流通A股,000919
全国社保基金六零四组合,2142653,0.508,流通A股,000920
招商银行股份有限公司-国泰成长优选混合型证券投资基金,13556634,0.995,流通A股,000921
中国银行股份有限公司-上投摩根核心成长股票型证券投资基金,12279653,0.901,流通A股,000921
中国建设银行股份有限公司-汇添富消费行业混合型证券投资基金,10000008,0.734,流通A股,000921
中国建设银行股份有限公司-国泰金鑫股票型证券投资基金,6029256,0.442,流通A股,000921
中国银行-华夏回报证券投资基金,5944467,0.436,流通A股,000921
中国银行-泰信优质生活股票型证券投资基金,930000,0.142,流通A股,000923
全国社保基金一零四组合,11205700,2.852,流通A股,000925
北京和聚投资管理有限公司-和聚鼎宝对冲母基金,4019981,1.023,流通A股,000925
万家新利灵活配置混合型证券投资基金,4245500,0.266,流通A股,000927
万家精选混合型证券投资基金,3809535,0.239,流通A股,000927
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金,5547310,0.441,流通A股,000928
中国工商银行-浦银安盛价值成长混合型证券投资基金,5034199,0.401,流通A股,000928
中国光大银行股份有限公司-泓德优选成长混合型证券投资基金,4261814,0.339,流通A股,000928
深圳市瀚信资产管理有限公司-瀚信清华珠峰并购1号证券投资基金,2449100,1.318,流通A股,000929
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,4139301,0.429,流通A股,000930
领航投资澳洲有限公司-领航新兴市场股指基金(交易所),2953440,0.392,流通A股,000931
深圳市前海久银投资基金管理有限公司-湖南国企创新私募投资基金,303939125,10.079,流通A股,000932
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),34999942,1.161,流通A股,000932
交通银行股份有限公司-易方达科汇灵活配置混合型证券投资基金,12998575,0.431,流通A股,000932
中国银行股份有限公司-博时丝路主题股票型证券投资基金,10952400,0.363,流通A股,000932
全国社保基金一零九组合,14300970,0.752,流通A股,000933
汇添富民营活力混合型证券投资基金,13484717,0.710,流通A股,000933
华宝兴业行业精选混合型证券投资基金,8430781,0.444,流通A股,000933
易方达价值成长混合型证券投资基金,8343988,0.439,流通A股,000933
中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金,3570435,0.403,流通A股,000936
中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金,2162800,0.244,流通A股,000936
中国银行股份有限公司-华泰柏瑞量化驱动灵活配置混合型证券投资基金,1885935,0.213,流通A股,000936
中国建设银行股份有限公司-华泰柏瑞量化优选灵活配置混合型证券投资基金,1280800,0.145,流通A股,000936
博时价值增长证券投资基金,16700093,0.473,流通A股,000937
鹏华基金-交通银行-中国人寿-中国人寿财产保险股份有限公司委托鹏华基金管理有限公司多策略绝对收益组合,10411030,0.295,流通A股,000937
全国社保基金四一三组合,1531427,0.147,流通A股,000938
安徽省铁路发展基金股份有限公司,54985660,1.399,流通A股,000939
武汉百瑞普提金股权投资基金中心(有限合伙),28544532,0.726,流通A股,000939
泰达宏利基金-民生银行-泰达宏利价值成长定向增发229号资产管理计划,20606060,0.524,流通A股,000939
华商基金-建设银行-中国人寿-中国人寿保险委托华商基金中证全指组合,878450,0.356,流通A股,000948
领航投资澳洲有限公司-领航新兴市场股指基金(交易所),4549049,0.362,流通A股,000949
中国农业银行股份有限公司-交银施罗德国企改革灵活配置混合型证券投资基金,3179748,0.253,流通A股,000949
汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金混合型组合,14232110,2.121,流通A股,000951
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),6999846,1.043,流通A股,000951
汇添富基金-兴业银行-上海兴瀚资产管理有限公司,6514775,0.971,流通A股,000951
汇添富基金-平安银行-南方资本管理有限公司,5999938,0.894,流通A股,000951
中国邮政储蓄银行股份有限公司-中欧中小盘股票型证券投资基金(LOF),3995390,0.595,流通A股,000951
中国农业银行股份有限公司-鹏华先进制造股票型证券投资基金,3263238,0.486,流通A股,000951
中国工商银行-广发策略优选混合型证券投资基金,2697042,0.402,流通A股,000951
盛稷股权投资基金(上海)有限公司,7498656,2.979,流通A股,000952
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金,1901275,0.321,流通A股,000957
全国社保基金一零七组合,5000000,0.454,流通A股,000958
申万菱信基金-光大银行-陕西省国际信托-陕国投·创增1号定向投资集合资金信托计划,4463860,0.405,流通A股,000958
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,16330211,0.309,流通A股,000959
中国建设银行股份有限公司-华宝兴业事件驱动混合型证券投资基金,4261217,0.255,流通A股,000960
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,3571456,0.214,流通A股,000960
建信基金-工商银行-华润深国投信托-增利5号集合资金信托计划,170299727,4.591,流通A股,000961
泰达宏利基金-工商银行-陕西省国际信托股份有限公司,161972962,4.366,流通A股,000961
方正富邦基金-民生银行-平安信托-平安财富*汇泰186号单一资金信托,133201894,3.591,流通A股,000961
中国工商银行股份有限公司-富国中证工业0指数分级证券投资基金,10309414,0.278,流通A股,000961
全国社保基金一零六组合,13363304,1.375,流通A股,000963
全国社保基金一零二组合,12749260,1.311,流通A股,000963
全国社保基金四零六组合,8421349,0.866,流通A股,000963
中国建设银行股份有限公司-长城品牌优选混合型证券投资基金,5797302,0.596,流通A股,000963
领航投资澳洲有限公司-领航新兴市场股指基金(交易所),2237894,0.202,流通A股,000966
中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF),11026433,1.009,流通A股,000967
中国银行股份有限公司-景顺长城优选混合型证券投资基金,8694348,0.795,流通A股,000967
中国银行-景顺长城动力平衡证券投资基金,7462782,0.683,流通A股,000967
中国工商银行股份有限公司-华夏领先股票型证券投资基金,11606213,1.200,流通A股,000968
中国建设银行股份有限公司-华夏优势增长混合型证券投资基金,6998959,0.723,流通A股,000968
中国建设银行-华夏红利混合型开放式证券投资基金,6594577,0.682,流通A股,000968
中信银行股份有限公司-建信环保产业股票型证券投资基金,5084797,0.526,流通A股,000968
交通银行-华夏蓝筹核心混合型证券投资基金(LOF),5069500,0.524,流通A股,000968
中国银行股份有限公司-华夏行业精选混合型证券投资基金(LOF),4859414,0.502,流通A股,000968
全国社保基金一零七组合,4848400,0.501,流通A股,000968
前海开源基金-农业银行-中国钢研科技集团有限公司,4844905,0.472,流通A股,000969
天津普凯天吉股权投资基金合伙企业(有限合伙),3187536,0.311,流通A股,000969
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金,5599962,0.526,流通A股,000970
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金,4419200,0.415,流通A股,000970
上海谦荣投资有限公司-光华9234捕鱼私募基金二期,2000015,0.391,流通A股,000971
中国民生银行股份有限公司-东方精选混合型开放式证券投资基金,1599949,0.313,流通A股,000971
中国工商银行股份有限公司-中邮趋势精选灵活配置混合型证券投资基金,12966919,1.199,流通A股,000975
上海方圆达创投资合伙企业(有限合伙)-方圆-东方17号私募投资基金,9473358,0.594,流通A股,000976
上海方圆达创投资合伙企业(有限合伙)-方圆-东方18号私募投资基金,9076500,0.569,流通A股,000976
全国社保基金一一八组合,15476559,4.298,流通A股,000978
南方大数据100指数证券投资基金,5120764,1.422,流通A股,000978
国泰金马稳健回报证券投资基金,2883876,0.801,流通A股,000978
华夏基金-中国银行-中银国际证券有限责任公司,2468200,0.685,流通A股,000978
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,22078386,0.263,流通A股,000979
全国社保基金一一一组合,17338885,0.851,流通A股,000980
全国社保基金一零二组合,8498359,0.417,流通A股,000980
中国农业银行股份有限公司-博时裕隆灵活配置混合型证券投资基金,2936807,0.144,流通A股,000980
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金,2649300,0.130,流通A股,000980
全国社保基金一零八组合,72000000,2.285,流通A股,000983
全国社保基金一一二组合,46324215,1.470,流通A股,000983
全国社保基金一一七组合,15849935,0.503,流通A股,000983
全国社保基金一零六组合,13173113,0.418,流通A股,000983
中国建设银行股份有限公司-融通领先成长混合型证券投资基金(LOF),12961061,0.411,流通A股,000983
全国社保基金六零四组合,3309265,2.553,流通A股,000985
中国工商银行股份有限公司-华夏领先股票型证券投资基金,1424491,1.099,流通A股,000985
交通银行-华安宝利配置证券投资基金,4291663,0.193,流通A股,000987
中国工商银行股份有限公司-华安智增精选灵活配置混合型证券投资基金,3269400,0.147,流通A股,000987
中国银行股份有限公司-招商中证全指证券公司指数分级证券投资基金,2916600,0.131,流通A股,000987
全国社保基金一零四组合,9500000,1.066,流通A股,000988
中国工商银行股份有限公司-富国中证工业0指数分级证券投资基金,5856266,0.657,流通A股,000988
全国社保基金一一四组合,3948956,0.443,流通A股,000988
中国农业银行股份有限公司-景顺长城内需增长贰号混合型证券投资基金,2993185,0.336,流通A股,000988
九泰基金-广发银行-民安分级1号资产管理计划,11386861,1.310,流通A股,000989
富国基金-交通银行-诚志集合资产管理计划,12086831,0.965,流通A股,000990
中国工商银行股份有限公司-嘉实新机遇灵活配置混合型发起式证券投资基金,6777100,0.670,流通A股,000997
中国工商银行股份有限公司-富国中证工业0指数分级证券投资基金,4250305,0.420,流通A股,000997
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金,3599986,0.356,流通A股,000997
全国社保基金一一八组合,17166427,1.367,流通A股,000998
全国社保基金一零三组合,46999706,4.801,流通A股,000999
摩根士丹利投资管理公司-摩根士丹利中国A股基金,13902069,1.420,流通A股,000999
安本亚洲资产管理有限公司-安本环球-中国A股基金,9379150,0.958,流通A股,000999
博时精选混合型证券投资基金,7999066,0.817,流通A股,000999
中国银行股份有限公司-华夏新经济灵活配置混合型发起式证券投资基金,6564400,0.573,流通A股,001696
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,2951179,0.258,流通A股,001696
全国社保基金五零三组合,25000000,2.173,流通A股,001896
全国社保基金一零八组合,70405800,0.891,流通A股,001979
全国社保基金一一八组合,30490532,0.386,流通A股,001979
全国社保基金四一四组合,15099960,0.191,流通A股,001979
GREENWOODSCHINAALPHAMASTERFUND,984693,0.427,流通B股,200053
BBHA/CVANGUARDEMERGINGMARKETSSTOCKINDEXFUND,2960917,0.740,流通B股,200152
VANGUARDTOTALINTERNATIONALSTOCKINDEXFUND,1735020,0.434,流通B股,200152
BBHA/CVANGUARDEMERGINGMARKETSSTOCKINDEXFUND,4722804,0.626,流通B股,200771
VANGUARDTOTALINTERNATIONALSTOCKINDEXFUND,3454046,0.458,流通B股,200771
全国社保基金一一三组合,22582852,2.074,流通A股,002001
汇添富基金-中国银行-浙江新和成股份有限公司,20227641,1.858,流通A股,002001
交通银行股份有限公司-富国天益价值混合型证券投资基金,7299936,0.670,流通A股,002001
招商银行股份有限公司-富国天合稳健优选混合型证券投资基金,6876503,0.631,流通A股,002001
全国社保基金一一四组合,5788611,0.532,流通A股,002001
中国建设银行股份有限公司-汇添富环保行业股票型证券投资基金,5000000,0.459,流通A股,002001
国泰基金-工商银行-国泰E富5号资产管理计划,3436317,0.589,流通A股,002003
国泰基金-工商银行-国泰-E富2号资产管理计划,3397271,0.583,流通A股,002003
国泰基金-工商银行-国泰E富6号资产管理计划,3387906,0.581,流通A股,002003
国泰基金-工商银行-国泰E富4号资产管理计划,3368489,0.578,流通A股,002003
申万菱信基金-光大银行-陕西省国际信托-陕国投·创增1号定向投资集合资金信托计划,16406224,0.806,流通A股,002004
中国银行股份有限公司-招商丰庆灵活配置混合型发起式证券投资基金,7214957,0.517,流通A股,002005
中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金,10975445,1.180,流通A股,002007
中国银行股份有限公司-易方达中小盘混合型证券投资基金,6400003,0.688,流通A股,002007
交通银行-易方达50指数证券投资基金,4919612,0.529,流通A股,002007
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金,13743940,1.288,流通A股,002008
全国社保基金四零一组合,12000070,1.125,流通A股,002008
全国社保基金六零一组合,8605539,0.806,流通A股,002008
中国农业银行股份有限公司-汇添富社会责任混合型证券投资基金,10788827,2.912,流通A股,002009
中国建设银行股份有限公司-汇添富环保行业股票型证券投资基金,8500000,2.294,流通A股,002009
中国工商银行股份有限公司-南方大数据100指数证券投资基金,3692900,0.997,流通A股,002009
中国工商银行股份有限公司-华商新锐产业灵活配置混合型证券投资基金,14832374,0.455,流通A股,002010
中国建设银行股份有限公司-华商主题精选混合型证券投资基金,4989939,0.153,流通A股,002010
银华基金-农业银行-银华中证金融资产管理计划,2825090,0.308,流通A股,002011
西藏谷雨当时投资管理有限公司-笑淡阳光尊享1号私募投资基金,3011600,0.644,流通A股,002012
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,28223209,1.173,流通A股,002013
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,22470983,0.934,流通A股,002013
嘉华原龙(天津)股权投资基金合伙企业(有限合伙),18563357,5.529,流通A股,002014
民生加银基金-平安银行-民生加银鑫牛战略投资5号资产管理计划,11207322,3.338,流通A股,002014
全国社保基金五零三组合,9870000,2.940,流通A股,002014
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金,11519600,1.424,流通A股,002016
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金,4501000,0.556,流通A股,002016
深圳市华银精治资产管理有限公司-四创新航二号私募基金,2198916,0.272,流通A股,002016
国泰基金-建设银行-银华财富资本管理(北京)有限公司,1499993,0.185,流通A股,002016
领航投资澳洲有限公司-领航新兴市场股指基金(交易所),767109,0.221,流通A股,002017
全国社保基金一零八组合,10499825,0.870,流通A股,002019
全国社保基金一一零组合,13479828,1.831,流通A股,002020
中国工商银行股份有限公司-华安逆向策略混合型证券投资基金,6909039,0.939,流通A股,002020
中国工商银行股份有限公司-嘉实新机遇灵活配置混合型发起式证券投资基金,5865549,1.144,流通A股,002022
中国农业银行股份有限公司-易方达瑞惠灵活配置混合型发起式证券投资基金,4315400,0.842,流通A股,002022
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,17756859,2.346,流通A股,002023
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,13703555,1.811,流通A股,002023
芜湖长元股权投资基金(有限合伙),9799698,1.295,流通A股,002023
建信基金-中信银行-建行群星璀璨1期裕晋2号特定多个客户资产管理计划,6110000,0.807,流通A股,002023
招商证券股份有限公司-前海开源中航军工指数分级证券投资基金,6002541,0.793,流通A股,002023
全国社保基金四一四组合,37725934,0.405,流通A股,002024
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,7549446,1.760,流通A股,002025
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,6010614,1.401,流通A股,002025
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金,6004865,1.400,流通A股,002025
招商证券股份有限公司-前海开源中航军工指数分级证券投资基金,3150927,0.734,流通A股,002025
中国建设银行股份有限公司-银河研究精选混合型证券投资基金,13801449,3.285,流通A股,002026
交通银行股份有限公司-长信量化先锋混合型证券投资基金,6400057,1.523,流通A股,002026
中国工商银行股份有限公司-华商保本1号混合型证券投资基金,5569609,1.326,流通A股,002026
全国社保基金四一三组合,83853788,0.686,流通A股,002027
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),65000148,0.531,流通A股,002027
交通银行股份有限公司-汇丰晋信大盘股票型证券投资基金,13188086,1.745,流通A股,002029
交通银行股份有限公司-汇丰晋信双核策略混合型证券投资基金,8409118,1.113,流通A股,002029
广发基金-农业银行-广发中证金融资产管理计划,4853000,0.642,流通A股,002029
华夏基金-农业银行-华夏中证金融资产管理计划,4853000,0.642,流通A股,002029
中欧基金-农业银行-中欧中证金融资产管理计划,4853000,0.642,流通A股,002029
博时基金-农业银行-博时中证金融资产管理计划,4853000,0.642,流通A股,002029
富达基金(香港)有限公司-客户资金,16426291,2.000,流通A股,002032
中国银行股份有限公司-易方达中小盘混合型证券投资基金,5870066,0.715,流通A股,002032
中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金,5814700,0.708,流通A股,002032
中国银行股份有限公司-嘉实沪港深精选股票型证券投资基金,4938219,0.601,流通A股,002032
招商银行股份有限公司-富国低碳环保混合型证券投资基金,26851749,4.616,流通A股,002035
中国工商银行-汇添富成长焦点混合型证券投资基金,21500065,3.696,流通A股,002035
中国工商银行股份有限公司-富国新兴产业股票型证券投资基金,12033071,2.068,流通A股,002035
中国银行股份有限公司-嘉实研究精选混合型证券投资基金,9453661,1.625,流通A股,002035
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金,8000029,1.375,流通A股,002035
招商银行股份有限公司-国泰成长优选混合型证券投资基金,7544008,1.297,流通A股,002035
天津硅谷天堂鸿盛股权投资基金合伙企业(有限合伙),10706000,1.919,流通A股,002036
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金,9519394,1.706,流通A股,002036
中欧基金-招商银行-天津珑曜恒达资产管理有限公司,7999967,1.434,流通A股,002036
中欧基金-招商银行-中欧增值资产管理计划,7600092,1.362,流通A股,002036
江西省新兴产业投资基金(有限合伙),7155903,1.282,流通A股,002036
全国社保基金一零二组合,4999783,1.527,流通A股,002037
全国社保基金一一四组合,4077382,1.246,流通A股,002037
银华基金-农业银行-银华中证金融资产管理计划,4917700,0.718,流通A股,002038
中欧基金-农业银行-中欧中证金融资产管理计划,4917700,0.718,流通A股,002038
华夏基金-农业银行-华夏中证金融资产管理计划,4917700,0.718,流通A股,002038
大成基金-农业银行-大成中证金融资产管理计划,4917700,0.718,流通A股,002038
北京宏道投资管理有限公司-乐道成长优选3号基金,6540000,2.141,流通A股,002039
全国社保基金六零四组合,4982490,1.631,流通A股,002039
北京宏道投资管理有限公司-乐道成长优选4号基金,3390048,1.110,流通A股,002039
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金,12897179,1.466,流通A股,002041
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金,9900775,1.125,流通A股,002041
招商银行股份有限公司-东方红优享红利沪港深灵活配置混合型证券投资基金,7749034,0.881,流通A股,002041
华夏基金-农业银行-华夏中证金融资产管理计划,5792900,0.658,流通A股,002041
银华基金-农业银行-银华中证金融资产管理计划,5757500,0.654,流通A股,002041
嘉实基金-农业银行-嘉实中证金融资产管理计划,5738600,0.652,流通A股,002041
全国社保基金一一八组合,10001252,0.987,流通A股,002042
招商银行股份有限公司-富国低碳环保混合型证券投资基金,29117497,3.382,流通A股,002043
中国银行-华夏回报证券投资基金,20803624,2.416,流通A股,002043
全国社保基金四零六组合,19587744,2.275,流通A股,002043
中国工商银行股份有限公司-富国新兴产业股票型证券投资基金,12234602,1.421,流通A股,002043
中国银行-华夏回报二号证券投资基金,11461710,1.331,流通A股,002043
中国建设银行-华夏红利混合型开放式证券投资基金,6280052,0.729,流通A股,002043
汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金公司混合型组合,5351574,0.622,流通A股,002043
中信银行股份有限公司-银河主题策略混合型证券投资基金,5049815,0.586,流通A股,002043
全国社保基金一一八组合,76271719,3.150,流通A股,002044
全国社保基金一一七组合,55579651,2.295,流通A股,002044
全国社保基金一零四组合,37688876,1.556,流通A股,002044
中国工商银行股份有限公司-广发行业领先混合型证券投资基金,11485141,2.755,流通A股,002045
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金,8965429,2.150,流通A股,002045
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金,4560331,1.094,流通A股,002045
中国建设银行股份有限公司-交银施罗德蓝筹混合型证券投资基金,4500000,1.079,流通A股,002045
全国社保基金一零四组合,30189860,2.390,流通A股,002047
全国社保基金一零四组合,22079998,4.166,流通A股,002048
中国银行-嘉实主题精选混合型证券投资基金,12445526,2.348,流通A股,002048
博时基金-中国银行-平安人寿-平安人寿委托投资1号资产管理计划,8200069,1.547,流通A股,002048
中国农业银行-富国天瑞强势地区精选混合型开放式证券投资基金,7136137,1.346,流通A股,002048
全国社保基金四零三组合,5750364,1.085,流通A股,002048
中国银行股份有限公司-嘉实先进制造股票型证券投资基金,4838413,0.913,流通A股,002048
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,8502043,1.401,流通A股,002049
全国社保基金一一三组合,22087969,1.042,流通A股,002050
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金,12488801,0.589,流通A股,002050
中国建设银行股份有限公司-国泰价值经典灵活配置混合型证券投资基金(LOF),11088894,0.523,流通A股,002050
全国社保基金四一三组合,10000032,0.472,流通A股,002050
全国社保基金一一零组合,23460676,2.108,流通A股,002051
全国社保基金一零四组合,15000000,1.348,流通A股,002051
华安新丝路主题股票型证券投资基金,7050000,0.634,流通A股,002051
工银瑞信核心价值混合型证券投资基金,6548843,0.589,流通A股,002051
景顺长城能源基建混合型证券投资基金,5875987,0.528,流通A股,002051
平安大华基金-平安银行-深圳平安大华汇通财富管理有限公司,22310000,2.991,流通A股,002052
全国社保基金六零四组合,11454081,2.051,流通A股,002053
全国社保基金一零二组合,8699903,1.558,流通A股,002053
中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金,4567174,0.818,流通A股,002053
中国工商银行股份有限公司-银河现代服务主题灵活配置混合型证券投资基金,1849971,0.396,流通A股,002055
九泰基金-广发银行-九泰基金-昆泰分级6号资产管理计划,7701845,0.469,流通A股,002056
深圳昭时股权投资基金管理有限公司,4390300,3.061,流通A股,002058
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金,9299969,1.273,流通A股,002059
全国社保基金一零四组合,6389867,0.874,流通A股,002059
上海博观投资管理有限公司-博观臻选三期证券投资基金,6200000,0.848,流通A股,002059
上海博观投资管理有限公司-稳盈二期私募投资基金,3985000,0.545,流通A股,002059
领航投资澳洲有限公司-领航新兴市场股指基金(交易所),6032274,0.502,流通A股,002060
财通基金-工商银行-财通证券股份有限公司,3616500,0.547,流通A股,002061
中国农业银行-大成精选增值混合型证券投资基金,3211624,0.485,流通A股,002061
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金,3164635,0.478,流通A股,002061
中国农业银行股份有限公司-华安智能装备主题股票型证券投资基金,2253100,0.341,流通A股,002061
中国银行股份有限公司-华夏新经济灵活配置混合型发起式证券投资基金,7124803,1.182,流通A股,002063
中国农业银行股份有限公司-易方达瑞惠灵活配置混合型发起式证券投资基金,6129043,1.017,流通A股,002063
中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金,5563900,0.923,流通A股,002063
中欧基金-农业银行-中欧中证金融资产管理计划,13728600,0.819,流通A股,002064
嘉实基金-农业银行-嘉实中证金融资产管理计划,13728600,0.819,流通A股,002064
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,13727100,0.819,流通A股,002064
易方达基金-农业银行-易方达中证金融资产管理计划,13667578,0.815,流通A股,002064
银华基金-农业银行-银华中证金融资产管理计划,13591800,0.811,流通A股,002064
大成基金-农业银行-大成中证金融资产管理计划,13305383,0.793,流通A股,002064
博时基金-农业银行-博时中证金融资产管理计划,12859000,0.767,流通A股,002064
中国农业银行股份有限公司-浙商聚潮产业成长混合型证券投资基金,6913431,0.613,流通A股,002067
中国农业银行-长城安心回报混合型证券投资基金,6500000,0.576,流通A股,002067
中国银行股份有限公司-长城环保主题灵活配置混合型证券投资基金,3200000,0.284,流通A股,002067
中国银行股份有限公司-博时丝路主题股票型证券投资基金,6132736,0.843,流通A股,002068
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金,3483600,0.479,流通A股,002068
中国银行股份有限公司-华宝兴业国策导向混合型证券投资基金,3301800,0.454,流通A股,002068
中国建设银行-华宝兴业收益增长混合型证券投资基金,3147400,0.433,流通A股,002068
北京吉融元通资产管理有限公司-和岛一号证券投资基金,59161200,8.320,流通A股,002069
中国工商银行股份有限公司-申万菱信量化小盘股票型证券投资基金(LOF),4128545,0.786,流通A股,002071
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,3004955,0.572,流通A股,002071
全国社保基金四一三组合,12000084,1.283,流通A股,002073
博时基金-农业银行-博时中证金融资产管理,11724800,1.253,流通A股,002073
中欧基金-农业银行-中欧中证金融资产管理,11724800,1.253,流通A股,002073
南方基金－农业银行－南方中证金融资产管理计划,11724800,1.253,流通A股,002073
广发基金-农业银行-广发中证金融资产管理计划,11724800,1.253,流通A股,002073
嘉实基金－农业银行－嘉实中证金融资产管理计划,11724800,1.253,流通A股,002073
大成基金-农业银行-大成中证金融资产管理计划,11724800,1.253,流通A股,002073
全国社保基金一一零组合,5531848,0.630,流通A股,002074
建信基金-招商银行-建信乾元安享特定多个客户资产管理计划,5086540,0.580,流通A股,002074
交通银行股份有限公司-长信量化先锋混合型证券投资基金,11754800,1.610,流通A股,002076
中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金,5537426,0.758,流通A股,002076
天治基金-浦发银行-天治-诚品定增3号资产管理计划,15642857,2.695,流通A股,002077
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金,9572889,1.650,流通A股,002077
前海股权投资基金(有限合伙),7857142,1.354,流通A股,002077
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金,41174943,1.624,流通A股,002078
中国工商银行股份有限公司-光大保德信中国制造2025灵活配置混合型证券投资基金,22747494,0.897,流通A股,002078
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),19999963,0.789,流通A股,002078
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,17199685,0.678,流通A股,002078
全国社保基金四一三组合,7999982,0.992,流通A股,002080
诺安基金-建设银行-中国人寿-中国人寿委托诺安基金中证全指组合,7900175,0.979,流通A股,002080
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金,5799917,0.719,流通A股,002080
兴业银行股份有限公司-工银瑞信新材料新能源行业股票型证券投资基金,3499913,0.434,流通A股,002080
全国社保基金一零七组合,2596435,0.322,流通A股,002080
全国社保基金四一八组合,27485253,1.040,流通A股,002081
上海系数股权投资基金管理合伙企业(有限合伙)-系数投资-鑫合1号私募投资基金,9200000,1.013,流通A股,002083
上海齐泓股权投资基金合伙企业(有限合伙),18000000,3.945,流通A股,002084
中国银行股份有限公司-华泰柏瑞量化增强混合型证券投资基金,4507288,0.988,流通A股,002084
交通银行股份有限公司-长信量化先锋混合型证券投资基金,2214414,0.485,流通A股,002084
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资54号结构化集合资金信托计划,93215197,4.262,流通A股,002085
全国社保基金一一四组合,8582605,1.248,流通A股,002086
建信基金-浦发银行-建信基金新野纺织定向增发1号资产管理计划,14465049,1.771,流通A股,002087
建信基金-浦发银行-建信基金新野纺织定向增发2号资产管理计划,14465049,1.771,流通A股,002087
国联安基金-工商银行-国联安-睿智-定向增发2号资产管理计划,14279601,1.748,流通A股,002087
国联安基金-工商银行-国联安-睿智-定向增发1号资产管理计划,14279501,1.748,流通A股,002087
北信瑞丰基金-工商银行-北信瑞丰基金丰庆117号资产管理计划,14242510,1.744,流通A股,002087
交通银行股份有限公司-长信量化先锋混合型证券投资基金,5200076,1.482,流通A股,002088
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,3499700,0.997,流通A股,002088
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,3418557,0.974,流通A股,002088
上海混沌道然资产管理有限公司-混沌价值一号基金,3211066,0.915,流通A股,002088
全国社保基金一零四组合,20000050,1.455,流通A股,002089
全国社保基金一零四组合,10188839,4.285,流通A股,002090
